set,slot_utc,robust,entry,entry_delay,spread,hour,r5,dOI,imb,liq,rng24,d_hi,d_lo,atr,mfe,t_mfe,mae,t_mae,fp0.5,fp1.0,n1,n5,n15,n30,n60
upside_sell,2026-09-03T12:30:00,0,78170.65,30.997,7.0,12.0,0.0043,-0.0024,0.3908,31.1771,44.91,1.9723,2.5591,130.4807,2.49,0.0887,586.76,23.4214,adv,adv,-40.64,-133.68,-186.3,-398.9,-466.05
upside_sell,2026-09-03T14:20:00,0,79408.48,30.265,7.0,14.0,0.0045,0.0008,-0.1201,50.5852,45.28,0.3072,4.9085,199.9186,-7.0,0.0,1560.25,38.5603,adv,adv,-67.39,-247.82,-313.31,-812.8,-1273.89
upside_sell,2026-09-03T15:20:00,0,80670.37,30.587,7.0,15.0,0.0018,0.0032,-0.0472,5.8214,45.41,0.8604,3.8755,342.695,49.59,0.5155,709.73,33.9644,adv,adv,28.66,-75.16,-276.15,-613.33,17.52
upside_sell,2026-09-03T16:30:00,0,80839.07,30.652,7.0,16.0,0.0022,0.0017,0.001,0.0,46.165,2.131,0.9018,252.2421,82.93,8.4993,309.33,42.2151,adv,adv,-48.48,-10.33,-168.55,-163.93,-277.98
upside_sell,2026-09-03T19:00:00,0,81575.02,30.042,7.0,19.0,0.0022,0.0009,-0.0763,5.7022,47.97,0.477,4.4716,151.4507,404.47,1.3008,244.55,51.7525,fav,fav,328.97,251.09,141.16,143.71,-32.59
upside_sell,2026-09-03T21:10:00,0,81554.98,30.724,7.0,21.0,0.0025,0.0009,0.1333,0.0,50.09,0.598,1.5702,167.0993,270.64,57.7751,757.56,19.1343,adv,adv,-44.35,-59.94,-346.09,-6.77,149.49
upside_sell,2026-09-04T00:30:00,0,81308.6,30.507,7.0,0.0,0.002,0.0021,-0.2999,0.0,54.505,0.372,1.5584,145.26,524.61,51.7151,134.41,6.463,adv,fav,-26.54,-117.3,203.6,357.93,501.83
upside_sell,2026-09-04T12:50:00,0,79531.37,30.054,7.0,12.0,0.0021,-0.0031,-0.0111,0.102,56.21,5.401,1.1075,339.0936,555.05,40.9647,171.13,52.4503,fav,fav,149.81,116.36,285.66,24.62,227.8
upside_sell,2026-09-04T14:20:00,0,79312.34,30.285,7.0,14.0,0.0019,-0.0015,0.108,2.9929,57.5,1.3397,1.1764,288.6121,671.24,24.6906,159.47,9.9102,adv,fav,-73.28,-66.46,14.4,425.66,-24.05
upside_sell,2026-09-04T15:35:00,0,79544.65,30.427,7.0,15.0,0.0021,0.002,0.1909,1.3226,56.605,0.0223,4.1112,220.6314,169.59,20.2898,291.2,53.0709,fav,adv,-1.29,1.64,70.97,66.09,-205.47
upside_sell,2026-09-06T05:35:00,0,80057.24,30.206,7.0,5.0,0.0021,0.0002,-0.2529,10.1258,19.47,1.1259,4.5161,58.8671,244.1,49.7099,47.82,1.1348,adv,fav,-37.8,19.96,55.57,101.01,219.17
upside_sell,2026-09-06T23:00:00,0,80242.62,30.245,7.0,23.0,0.0022,,-0.2857,15.3199,21.71,1.0513,4.7443,126.9021,145.2,20.504,332.37,41.0344,fav,fav,58.32,23.81,8.15,21.03,-130.14
upside_sell,2026-09-07T02:35:00,0,80299.0,30.606,7.0,2.0,0.0045,0.0005,-0.0222,2.9633,24.705,1.2696,4.8739,106.6443,633.16,59.6603,81.37,0.8264,adv,fav,-61.3,74.85,207.37,468.97,621.72
upside_sell,2026-09-07T14:50:00,0,79199.62,30.869,7.0,14.0,0.002,0.0012,-0.4762,0.0,30.84,1.7954,2.2846,114.4643,531.95,46.7636,22.46,1.4546,fav,fav,-20.22,14.48,120.26,129.79,375.39
upside_sell,2026-09-07T22:45:00,0,78946.93,30.626,7.0,22.0,0.0016,0.0,0.331,0.0001,31.565,2.4937,1.6671,103.6757,75.22,7.5287,252.57,59.1411,fav,adv,-3.37,5.47,-13.59,-131.78,-225.78
upside_sell,2026-09-08T00:30:00,0,79167.23,30.06,7.0,0.0,0.0021,0.0011,-0.0525,0.0,30.9,0.3077,2.3429,93.4864,18.64,0.9874,287.51,47.675,adv,adv,13.63,-50.93,-82.14,-155.21,-158.02
upside_sell,2026-09-08T02:20:00,0,79410.21,31.26,7.0,2.0,0.0018,-0.0002,0.3119,0.2963,30.43,0.6837,1.9561,91.3714,703.9,56.6768,15.15,0.0892,fav,fav,18.04,177.79,251.03,433.95,593.71
upside_sell,2026-09-08T03:30:00,0,78938.07,30.117,7.0,3.0,0.0018,0.0016,0.2052,0.0,30.415,2.2237,1.9596,120.0543,208.58,50.0552,40.75,0.3049,fav,fav,-10.85,19.45,27.08,56.86,130.73
upside_sell,2026-09-08T05:15:00,0,78845.85,30.704,7.0,5.0,0.002,0.0006,-0.1501,0.0,30.285,0.1188,2.9272,115.8114,444.93,59.9776,12.16,6.7802,fav,fav,23.89,21.03,189.07,188.83,406.98
upside_sell,2026-09-08T07:55:00,0,78366.69,30.621,7.0,8.0,0.0019,0.0014,0.1418,0.0,31.995,1.8654,1.9385,112.9771,109.45,1.7887,201.61,45.263,fav,adv,29.84,3.54,-17.57,-77.07,-2.93
upside_sell,2026-09-08T13:55:00,0,77986.14,30.699,7.0,14.0,0.0017,0.0026,0.1107,0.0044,36.71,3.0649,2.2578,173.3229,167.43,1.8161,626.8,49.0748,fav,adv,53.98,-47.46,-267.16,-352.19,-565.28
upside_sell,2026-09-08T18:05:00,0,78686.82,30.031,7.0,18.0,0.0016,0.0001,-0.2965,0.0,39.665,0.3785,2.0077,103.26,424.4,42.5682,128.84,14.1549,fav,adv,-30.26,-3.92,-79.09,95.26,245.25
upside_sell,2026-09-09T04:00:00,0,78926.1,30.226,7.0,4.0,0.0038,0.001,-0.2222,0.0113,39.265,0.1181,5.1109,77.115,188.2,5.5299,278.96,39.601,fav,fav,16.56,170.19,125.98,26.89,-187.91
upside_sell,2026-09-09T05:10:00,0,79263.72,30.374,7.0,5.0,0.0019,0.0016,-0.4209,1.7035,39.3,0.6652,4.2308,118.3907,431.4,33.4392,98.86,1.5926,adv,fav,-50.7,-48.0,140.96,349.67,173.21
upside_sell,2026-09-09T06:10:00,0,79078.51,30.752,7.0,6.0,0.0019,0.0035,-0.5488,0.0,38.865,2.2491,2.0015,124.75,-2.18,0.089,317.42,51.9589,adv,adv,-24.25,-89.89,-129.15,-84.6,-213.92
upside_sell,2026-09-09T08:25:00,0,79626.32,30.086,7.0,8.0,0.0016,-0.0011,-0.2681,4.525,37.96,0.7675,4.4463,105.2414,220.3,59.6534,140.18,5.7327,adv,adv,-3.08,-81.91,-19.51,-14.15,198.28
upside_sell,2026-09-09T11:45:00,0,79149.76,31.021,7.0,11.0,0.0017,0.0011,0.3339,0.0083,38.705,0.1743,3.5635,121.5393,16.68,0.1623,474.71,59.5134,adv,adv,-193.9,-123.37,-135.56,-228.91,-455.13
upside_sell,2026-09-09T14:25:00,0,79220.28,30.418,7.0,14.0,0.0044,0.0006,-0.2475,0.0,38.735,2.0055,1.6441,226.0871,1176.7,54.3452,182.52,5.9279,adv,fav,4.82,-105.77,259.83,208.15,875.87
upside_sell,2026-09-09T15:25:00,0,78332.41,30.525,7.0,15.0,0.0037,-0.0079,0.3211,0.0001,39.11,3.4153,0.9358,312.3814,-7.0,0.0,448.63,34.1978,adv,adv,-100.23,-275.84,-287.79,-223.87,-346.47
upside_sell,2026-09-09T16:25:00,0,78668.35,30.241,7.0,16.0,0.0016,-0.0,0.1451,0.0001,39.655,0.4952,1.6124,220.4786,-5.53,0.0168,279.71,3.6411,adv,adv,-49.62,-154.03,-92.75,-111.84,-167.26
upside_sell,2026-09-09T20:30:00,0,78301.62,31.012,7.0,20.0,0.0018,-0.0041,0.609,0.0,39.035,1.836,3.2079,124.1829,214.4,14.9043,36.57,30.0337,fav,fav,-9.18,3.48,195.43,-38.5,131.37
upside_sell,2026-09-09T23:00:00,0,78103.66,30.389,7.0,23.0,0.0025,0.001,0.1082,0.0,40.19,0.0792,2.817,124.9486,28.73,11.0464,269.04,59.6611,adv,adv,-24.6,-86.31,-35.72,-132.07,-229.62
upside_sell,2026-09-10T01:00:00,0,78325.6,30.618,7.0,1.0,0.0017,0.0004,-0.0934,0.0,40.92,0.4268,2.455,102.1536,396.01,34.1725,169.5,3.9367,adv,adv,-30.59,-69.72,103.96,297.29,294.68
upside_sell,2026-09-10T02:30:00,0,78124.58,30.782,7.0,2.0,0.0019,0.0009,0.0169,0.0,41.37,0.9329,1.6769,118.3671,25.61,1.336,418.76,29.2591,adv,adv,-10.57,-61.19,-158.81,-321.81,-195.38
upside_sell,2026-09-10T05:10:00,0,78418.76,30.446,7.0,5.0,0.0019,,-0.4214,0.0,41.145,0.6428,2.2945,78.2943,142.47,59.2024,125.0,43.0701,fav,fav,50.43,52.02,-59.43,8.84,134.31
upside_sell,2026-09-10T06:45:00,0,78459.82,30.183,7.0,6.0,0.0032,0.0007,-0.1859,0.0,40.655,0.8345,3.4316,96.3921,574.84,44.0402,47.47,0.2237,fav,fav,-46.47,31.66,279.65,287.42,400.31
upside_sell,2026-09-10T10:35:00,0,77994.79,30.694,7.0,10.0,0.0015,0.0001,0.4532,0.0,39.225,0.2404,2.2538,91.0871,333.94,24.2217,40.49,55.332,fav,fav,-38.49,14.5,117.7,164.49,-10.48
upside_sell,2026-09-10T13:00:00,0,77007.25,30.963,7.0,13.0,0.0018,0.004,-0.2002,0.0,39.76,3.8647,1.5391,242.3307,292.72,14.7902,315.72,56.8971,fav,fav,-6.91,-14.8,221.35,149.22,-170.52
upside_sell,2026-09-10T14:20:00,0,77302.4,30.23,7.0,14.0,0.0031,-0.0014,0.0156,0.0865,40.225,0.153,2.7149,207.475,200.66,59.9511,105.4,31.1942,adv,neither,82.06,8.21,76.33,-57.47,193.02
upside_sell,2026-09-10T15:35:00,0,77207.2,32.429,7.0,15.0,0.0016,0.0014,-0.0955,0.0,39.625,1.6106,1.2352,122.3793,447.68,54.7127,82.84,20.5955,fav,fav,24.76,0.98,95.25,286.54,228.05
upside_sell,2026-09-10T16:35:00,0,76968.28,31.462,7.0,16.0,0.0024,0.0003,0.2776,0.5045,39.005,2.1231,1.416,149.9,33.1,3.1994,550.32,55.4749,adv,adv,-40.19,-91.69,-111.03,-186.84,-342.41
upside_sell,2026-09-10T18:50:00,0,77209.23,30.226,7.0,18.0,0.002,0.0002,-0.2247,0.0,39.475,1.5355,2.4707,107.7614,160.4,55.8343,64.53,48.5597,fav,fav,-9.46,9.16,36.71,18.38,93.99
upside_sell,2026-09-10T20:05:00,0,77254.9,30.714,7.0,20.0,0.0015,-0.0003,0.32,0.0,39.19,0.2057,2.1971,95.385,55.98,38.058,75.26,11.8698,adv,neither,-23.66,-23.96,5.21,11.03,-19.78
upside_sell,2026-09-10T22:45:00,0,76921.1,30.104,7.0,22.0,0.0014,0.0002,0.1717,0.0,37.365,3.0719,1.2868,91.4907,485.03,24.5453,18.51,0.2019,fav,fav,2.38,78.26,67.49,216.21,205.91
upside_sell,2026-09-11T00:05:00,0,76791.37,30.092,7.0,0.0,0.0016,0.0021,-0.1443,0.0,38.95,0.0778,2.2366,160.42,131.79,21.3085,195.11,54.3744,fav,adv,-10.3,-23.55,-8.57,34.47,-151.37
upside_sell,2026-09-11T01:40:00,0,76854.23,30.417,7.0,1.0,0.0016,0.0002,-0.0777,0.0,38.85,1.1071,1.8216,116.2979,113.51,42.032,139.49,19.8838,fav,adv,64.09,-11.77,-118.89,-82.75,-18.6
upside_sell,2026-09-11T04:25:00,0,77160.96,30.427,7.0,4.0,0.0013,-0.0022,-0.5381,0.1832,38.99,0.0043,5.2064,94.3114,126.25,34.7333,12.38,0.3647,fav,fav,13.31,61.21,79.01,80.85,86.58
upside_sell,2026-09-11T06:10:00,0,77347.02,30.343,7.0,6.0,0.0016,0.0002,-0.1217,7.0916,38.375,0.9661,4.9243,61.7979,202.87,19.7354,22.16,54.8696,fav,fav,-6.69,50.43,123.67,121.65,39.32
upside_sell,2026-09-11T08:20:00,0,77379.61,30.193,7.0,8.0,0.0025,0.0003,-0.4204,0.0,36.9,0.8739,3.8255,71.3243,206.44,59.6137,101.7,6.8495,fav,fav,46.1,2.26,2.09,59.06,183.33
upside_sell,2026-09-11T10:00:00,0,77082.94,30.094,7.0,10.0,0.0015,0.0006,-0.0092,0.0,36.78,2.6374,2.9377,84.5307,234.64,59.2622,34.89,2.9589,fav,fav,-15.76,18.53,3.19,66.58,192.0
upside_sell,2026-09-11T12:25:00,0,76281.13,30.046,7.0,12.0,0.0017,-0.0,-0.1113,2.3841,36.78,7.9015,1.9603,139.96,91.46,0.9243,1840.66,20.8177,adv,adv,76.45,-790.39,-1354.41,-1593.61,-1375.95
