entry_time_utc,kind,dir,entry,sl,tp,stop_dist,age_min,exit_time_utc,exit,why,pnl_002,R,month
2023-10-04T14:49:01,cont,SELL,27314.68,27405.94,27241.67,91.26,105.0,2023-10-04T15:11:24,27406.6,sl,-1.8384,-1.0072,2023-10
2023-10-04T15:27:01,flip,BUY,27438.68,27402.5,27467.62,36.18,0.0,2023-10-04T15:45:17,27401.87,sl,-0.7362,-1.0174,2023-10
2023-10-04T15:57:01,flip,SELL,27396.22,27446.05,27356.36,49.83,0.0,2023-10-04T16:27:33,27446.34,sl,-1.0024,-1.0058,2023-10
2023-10-04T18:58:01,flip,BUY,27611.37,27495.63,27703.96,115.74,0.0,2023-10-04T19:01:35,27703.96,tp,1.8518,0.8,2023-10
2023-10-05T15:05:01,flip,SELL,27785.99,28111.5,27525.58,325.51,0.0,2023-10-05T15:36:42,27525.58,tp,5.2082,0.8,2023-10
2023-10-05T16:45:01,cont,SELL,27407.79,27618.51,27239.21,210.72,100.0,2023-10-06T07:45:16,27618.95,sl,-4.2232,-1.0021,2023-10
2023-10-06T12:31:01,flip,SELL,27575.79,27772.41,27418.49,196.62,0.0,2023-10-06T12:55:26,27418.49,tp,3.1459,0.8,2023-10
2023-10-06T15:41:01,flip,BUY,27976.06,27910.19,28028.76,65.87,0.0,2023-10-06T15:50:35,28028.76,tp,1.0539,0.8,2023-10
2023-10-06T15:51:01,cont,BUY,28051.12,27945.1,28135.94,106.02,10.0,2023-10-06T15:54:18,27944.71,sl,-2.1282,-1.0037,2023-10
2023-10-06T16:16:01,flip,SELL,27895.84,28035.32,27784.26,139.48,0.0,2023-10-06T19:28:46,28036.65,sl,-2.8162,-1.0095,2023-10
2023-10-06T19:29:01,flip,BUY,28024.78,27864.36,28153.12,160.42,0.0,2023-10-06T21:38:51,28153.12,tp,2.5667,0.8,2023-10
2023-10-07T00:24:01,flip,SELL,27857.05,27950.78,27782.07,93.73,0.0,2023-10-07T01:04:04,27952.44,sl,-1.9078,-1.0177,2023-10
2023-10-08T02:17:01,flip,BUY,28041.07,27981.59,28088.65,59.48,0.0,2023-10-08T02:46:47,27980.79,sl,-1.2056,-1.0134,2023-10
2023-10-08T03:35:01,cont,BUY,28090.54,27966.65,28189.65,123.89,78.0,2023-10-08T04:13:55,27966.58,sl,-2.4792,-1.0006,2023-10
2023-10-08T04:44:01,flip,SELL,27947.95,27987.63,27916.21,39.68,0.0,2023-10-08T04:53:53,27916.21,tp,0.6349,0.8,2023-10
2023-10-08T05:27:01,cont,SELL,27908.68,27935.4,27887.3,26.72,43.0,2023-10-08T05:33:06,27887.3,tp,0.4275,0.8,2023-10
2023-10-08T13:42:01,flip,BUY,27916.16,27836.44,27979.94,79.72,0.0,2023-10-08T18:07:40,27836.15,sl,-1.6002,-1.0036,2023-10
2023-10-09T00:52:01,flip,SELL,27792.16,27974.47,27646.31,182.31,0.0,2023-10-09T01:48:23,27975.07,sl,-3.6582,-1.0033,2023-10
2023-10-09T07:57:01,flip,SELL,27807.73,27833.69,27786.96,25.96,0.0,2023-10-09T08:34:30,27786.96,tp,0.4154,0.8,2023-10
2023-10-09T09:40:01,cont,SELL,27687.06,27823.44,27577.96,136.38,103.0,2023-10-09T09:49:42,27577.96,tp,2.1821,0.8,2023-10
2023-10-09T11:32:01,flip,BUY,27521.69,27480.86,27554.35,40.83,0.0,2023-10-09T11:41:23,27479.64,sl,-0.841,-1.0299,2023-10
2023-10-09T12:01:01,flip,SELL,27429.34,27488.78,27381.79,59.44,0.0,2023-10-09T12:17:19,27489.38,sl,-1.2008,-1.0101,2023-10
2023-10-09T12:29:01,flip,BUY,27522.96,27436.62,27592.03,86.34,0.0,2023-10-09T12:59:20,27435.63,sl,-1.7466,-1.0115,2023-10
2023-10-09T14:23:01,cont,BUY,27563.06,27386.88,27704.0,176.18,114.0,2023-10-09T16:29:19,27386.21,sl,-3.537,-1.0038,2023-10
2023-10-09T18:58:01,flip,SELL,27572.56,27605.3,27546.37,32.74,0.0,2023-10-09T19:04:39,27546.37,tp,0.5238,0.8,2023-10
2023-10-09T20:06:01,flip,BUY,27640.1,27556.73,27706.8,83.37,0.0,2023-10-09T20:54:29,27556.25,sl,-1.677,-1.0058,2023-10
2023-10-10T01:00:01,flip,SELL,27545.43,27627.39,27479.86,81.96,0.0,2023-10-10T02:54:13,27627.52,sl,-1.6418,-1.0016,2023-10
