ticket,direction,volume,entry_time_utc,entry_price,exit_time_utc,exit_price,duration_min,profit_usd,exit_reason,worst_drawdown_usd,worst_drawdown_pts,best_profit_usd,time_to_worst_min,time_to_best_min,hour_id,positions_open_at_entry,entry_atr14_h1,entry_atr14_m1,entry_balance,entry_ema200_m1,entry_ema20_h1,entry_ema20_m1,entry_ema50_h1,entry_ema50_m1,entry_equity,entry_h1_body_pts,entry_h1_candle,entry_h1_downwick_pts,entry_h1_forming,entry_h1_higher_high,entry_h1_lower_low,entry_h1_upwick_pts,entry_m15_candle,entry_m15_forming,entry_m1_body_pts,entry_m1_candle,entry_m1_downwick_pts,entry_m1_high_minus_prevhigh,entry_m1_low_minus_prevlow,entry_m1_upwick_pts,entry_m5_candle,entry_m5_forming,entry_minute_of_hour,entry_price_ask,entry_price_bid,entry_px_vs_ema200_m1,entry_px_vs_ema20_h1,entry_px_vs_ema20_m1,entry_px_vs_ema50_h1,entry_px_vs_ema50_m1,entry_range24h_pct,entry_rsi14_h1,entry_rsi14_m1,entry_spread_pts,exit_atr14_h1,exit_atr14_m1,exit_balance,exit_ema200_m1,exit_ema20_h1,exit_ema20_m1,exit_ema50_h1,exit_ema50_m1,exit_equity,exit_h1_body_pts,exit_h1_candle,exit_h1_downwick_pts,exit_h1_forming,exit_h1_higher_high,exit_h1_lower_low,exit_h1_upwick_pts,exit_m15_candle,exit_m15_forming,exit_m1_body_pts,exit_m1_candle,exit_m1_downwick_pts,exit_m1_high_minus_prevhigh,exit_m1_low_minus_prevlow,exit_m1_upwick_pts,exit_m5_candle,exit_m5_forming,exit_minute_of_hour,exit_price_ask,exit_price_bid,exit_px_vs_ema200_m1,exit_px_vs_ema20_h1,exit_px_vs_ema20_m1,exit_px_vs_ema50_h1,exit_px_vs_ema50_m1,exit_range24h_pct,exit_rsi14_h1,exit_rsi14_m1,exit_spread_pts,entry_user_sl,entry_user_tp,final_user_sl,final_user_tp
1044736882,SELL,0.04,2026-08-26T10:57:04,78713.04000000001,2026-08-26T11:01:32,78705.23,4.5,0.13,manual,-0.53,-13.3,2.08,2.9,2.9,496594,1,484.44,53.03,114.72,78678.08,78891.3,78718.47,78731.12,78640.03,114.32,262.14,red,215.92,green,False,True,172.04,green,green,27.17,red,17.74,-17.69,-26.97,6.44,red,red,57,78723.04,78713.04,above,below,below,below,above,2.218,43.1,48.0,10.0,430.0,49.62,114.85,78678.35,78873.13,78706.99,78729.96,78646.56,114.85,270.43,green,160.01,red,False,False,165.26,red,red,37.19,red,1.73,3.58,-35.19,26.34,red,red,1,78690.19,78680.19,above,below,below,below,above,2.219,58.4,45.1,10.0,,,,
1044742433,SELL,0.02,2026-08-26T11:09:26,78650.82,2026-08-26T12:00:12,78507.39,50.8,2.87,manual,-1.49,-74.3,7.34,6.6,28.6,496595,1,434.05,42.48,114.85,78680.51,78873.13,78702.14,78729.96,78662.2,114.65,270.43,green,160.01,red,False,False,165.26,red,red,16.91,red,0.19,-1.0,-14.0,17.13,green,red,9,78660.83,78650.83,below,below,below,below,below,2.22,58.4,35.8,10.0,431.85,49.0,117.72,78620.32,78833.77,78475.14,78719.43,78519.91,117.72,239.12,red,177.09,green,False,False,66.98,green,green,0.95,green,2.52,-29.72,3.36,15.98,red,green,0,78507.39,78497.39,below,below,above,below,below,2.225,48.5,61.9,10.0,,,,
1044792232,BUY,0.01,2026-08-26T12:32:01,78367.2,2026-08-26T13:00:01,78286.41,28.0,-0.81,hour_flat,-2.18,-217.9,1.37,6.0,2.0,496596,2,483.8,122.94,117.72,78576.74,78833.77,78482.72,78719.43,78483.48,118.05,239.12,red,177.09,red,False,False,66.98,green,red,25.74,green,92.71,-236.5,332.87,76.39,green,red,32,78402.09,78392.09,below,below,below,below,below,2.228,48.5,51.4,10.0,443.69,70.15,116.91,78513.67,78782.51,78328.67,78702.89,78371.88,119.13,173.23,red,376.71,red,False,True,231.79,green,red,35.57,red,10.49,-40.92,-28.47,18.35,green,red,0,78294.91,78284.91,below,below,below,below,below,2.231,39.5,54.6,10.0,,,,
1044769693,SELL,0.02,2026-08-26T12:09:57,78406.15000000001,2026-08-26T13:01:25,78389.17,51.5,0.34,manual,-5.93,-296.4,9.71,19.1,20.1,496596,1,443.83,57.29,117.72,78604.86,78833.77,78447.71,78719.43,78494.68,117.52,239.12,red,177.09,red,False,False,66.98,green,red,14.48,green,14.18,-14.4,1.34,11.17,green,red,9,78416.2,78406.2,below,below,below,below,below,2.227,48.5,41.5,10.0,452.62,73.97,117.25,78513.13,78782.51,78340.66,78702.89,78375.29,117.25,173.23,red,376.71,green,False,True,231.79,green,green,70.4,green,33.86,16.69,-23.16,0.0,green,green,1,78389.17,78379.17,below,below,above,below,above,2.228,39.5,62.8,10.0,,,,
1044848809,BUY,0.01,2026-08-26T13:28:01,78010.92,2026-08-26T13:30:08,78160.92,2.1,1.5,tp,-0.32,-31.9,1.75,-0.0,2.0,496597,2,482.06,81.74,117.25,78415.38,78782.51,78074.25,78702.89,78182.52,119.43,173.23,red,376.71,red,False,True,231.79,red,red,40.58,green,11.25,-26.02,46.31,15.16,red,green,28,78016.85,78006.85,below,below,below,below,below,2.239,39.5,38.7,10.0,482.06,88.58,118.75,78409.48,78782.51,78082.22,78702.89,78177.45,117.4,173.23,red,376.71,red,False,True,231.79,red,green,8.97,green,7.19,24.08,36.29,35.51,green,green,30,78195.44,78185.44,below,below,above,below,above,2.233,39.5,52.8,10.0,,,,
1044831755,SELL,0.02,2026-08-26T13:08:52,78128.06,2026-08-26T14:49:05,77962.49,100.2,3.31,manual,-9.38,-469.0,5.7,62.1,99.1,496597,1,466.0,77.91,117.25,78493.08,78782.51,78271.88,78702.89,78335.54,117.06,173.23,red,376.71,red,False,True,231.79,green,red,68.13,red,5.31,38.08,-29.43,53.56,red,red,8,78137.73,78127.73,below,below,below,below,below,2.235,39.5,36.9,10.0,514.21,91.45,122.39,78349.89,78748.7,78076.55,78692.11,78211.65,122.39,129.59,green,411.7,red,False,True,121.34,red,red,24.98,green,72.97,-20.81,-50.76,8.5,red,red,49,77961.56,77951.56,below,below,below,below,below,2.24,47.9,32.3,10.0,,,,
1044916572,BUY,0.01,2026-08-26T14:47:09,77919.1,2026-08-26T14:49:05,77952.49,1.9,0.33,sweep_stop,-0.76,-75.9,0.51,0.8,-0.1,496598,2,511.81,91.7,118.75,78358.32,78748.7,78108.23,78692.11,78234.93,122.45,129.59,green,411.7,red,False,True,121.34,red,red,14.9,green,20.19,-59.58,-5.05,43.95,red,red,47,77956.42,77946.42,below,below,below,below,below,2.24,47.9,28.6,10.0,514.21,91.45,122.39,78349.89,78748.7,78076.55,78692.11,78211.65,122.39,129.59,green,411.7,red,False,True,121.34,red,red,24.98,green,72.97,-20.81,-50.76,8.5,red,red,49,77961.56,77951.56,below,below,below,below,below,2.24,47.9,32.3,10.0,,,,
1044927827,BUY,0.01,2026-08-26T15:01:03,77872.62,2026-08-26T15:26:24,78022.62,25.4,1.5,tp,-2.59,-259.2,1.76,3.0,24.9,496599,1,504.39,84.84,122.39,78293.38,78655.7,77911.15,78656.01,78072.28,122.1,658.84,red,25.19,green,True,True,165.67,red,green,72.31,green,43.44,12.7,-24.13,14.65,red,green,1,77853.94,77843.94,below,below,below,below,below,2.357,36.4,43.5,10.0,526.16,76.0,123.89,78194.64,78655.7,77881.85,78656.01,77936.54,123.89,658.84,red,25.19,green,True,True,165.67,green,green,51.72,green,0.0,54.67,26.78,16.22,green,green,26,78058.58,78048.58,below,below,above,below,above,2.515,36.4,70.4,10.0,,,,
1044958000,SELL,0.02,2026-08-26T15:40:42,78059.48,2026-08-26T16:00:50,78047.3,20.1,0.24,manual,-1.62,-80.9,2.12,8.3,18.3,496599,1,533.84,64.85,123.89,78171.32,78655.7,77973.99,78656.01,77968.64,123.69,658.84,red,25.19,green,True,True,165.67,green,red,27.38,green,0.0,-5.94,10.43,14.32,green,green,40,78069.49,78059.49,below,below,above,below,above,2.514,36.4,51.6,10.0,503.47,62.53,124.13,78151.0,78593.71,78041.84,78630.44,78017.07,124.13,218.76,green,171.05,green,False,True,152.87,red,green,35.62,red,49.96,-9.86,-65.7,14.8,red,green,0,78048.49,78038.49,below,below,above,below,above,2.515,37.2,48.0,10.0,,,,
1045061621,SELL,0.02,2026-08-26T20:18:53,78394.45,2026-08-26T21:13:23,78765.2,54.5,-7.41,sl,-7.3,-365.2,4.14,54.1,3.1,496604,1,509.69,37.55,124.13,78387.1,78515.38,78447.63,78588.19,78449.13,123.93,6.48,green,188.89,red,False,False,102.68,red,red,15.83,red,11.26,-23.48,-3.11,0.0,red,red,18,78404.45,78394.45,above,below,below,below,below,2.065,39.5,28.9,10.0,533.72,62.43,116.72,78403.66,78508.37,78535.99,78582.4,78465.41,116.72,23.3,red,253.34,green,False,True,61.76,green,green,21.75,red,33.39,-20.5,2.84,1.94,green,green,13,78732.44,78722.44,above,above,above,above,above,2.057,41.0,82.3,10.0,,,,
1045079549,SELL,0.01,2026-08-26T22:06:02,78861.75,2026-08-26T22:33:00,78711.75,27.0,1.5,tp,-1.23,-122.7,1.6,15.0,27.0,496606,1,516.15,42.83,116.72,78547.65,78527.97,78781.19,78587.78,78725.44,116.72,274.48,green,71.48,green,True,False,122.27,red,green,0.95,red,23.17,-2.84,50.07,2.97,green,red,6,78862.3,78852.3,above,above,above,above,above,2.053,46.8,71.8,10.0,524.37,57.15,118.22,78611.2,78527.97,78805.71,78587.78,78784.96,118.22,274.48,green,71.48,red,True,False,122.27,green,red,17.59,red,2.01,-75.62,-22.13,20.12,green,red,33,78724.04,78714.04,above,above,below,above,below,2.057,46.8,33.2,10.0,,,,
1045098980,BUY,0.02,2026-08-26T23:26:06,78798.22,2026-08-26T23:35:43,78953.77,9.6,3.12,tp,-0.29,-14.7,3.19,-0.1,8.9,496607,1,498.36,35.37,118.22,78639.75,78543.04,78721.68,78591.7,78706.81,118.25,28.89,red,139.15,green,True,False,269.14,green,green,71.36,green,21.19,53.84,17.81,0.0,green,green,26,78809.68,78799.68,above,above,above,above,above,2.055,49.8,73.9,10.0,509.62,51.19,121.34,78661.6,78543.04,78825.53,78591.7,78763.45,121.34,28.89,red,139.15,green,True,False,269.14,green,green,3.77,red,25.45,-11.7,-10.18,10.68,green,green,35,78965.25,78955.25,above,above,above,above,above,2.05,49.8,79.4,10.0,,,,
1045101682,SELL,0.01,2026-08-26T23:38:01,78964.19,2026-08-27T00:00:01,79045.05,22.0,-0.81,hour_flat,-2.07,-206.8,0.62,8.0,2.0,496607,1,513.51,56.8,121.34,78670.75,78543.04,78863.11,78591.7,78786.89,121.2,28.89,red,139.15,green,True,False,269.14,green,green,29.38,red,75.69,-21.62,-49.71,2.5,green,green,38,78978.17,78968.17,above,above,above,above,above,2.05,49.8,78.0,10.0,485.57,56.55,120.53,78744.0,78588.75,79023.94,78608.57,78936.88,120.53,335.69,green,47.22,red,True,False,148.95,red,red,14.14,green,16.36,-68.92,-12.9,5.1,red,red,0,79000.82,78990.82,above,above,below,above,above,2.05,60.2,33.2,10.0,,,,
1045111914,SELL,0.02,2026-08-27T00:15:20,78827.99,2026-08-27T01:00:03,78677.99,44.7,3.0,tp,-2.4,-119.9,3.26,4.7,44.7,496608,1,498.79,61.52,120.53,78765.82,78588.75,78916.57,78608.57,78918.32,120.37,335.69,green,47.22,red,True,False,148.95,red,red,26.7,green,7.81,-26.26,-7.28,11.39,red,red,15,78835.88,78825.88,above,above,below,above,below,2.054,60.2,34.7,10.0,474.85,43.37,123.53,78780.49,78597.49,78750.59,78611.36,78806.71,123.53,343.2,red,4.88,red,False,False,12.1,red,red,28.01,red,4.88,-4.87,-11.44,1.7,red,red,0,78682.92,78672.92,below,above,below,above,below,2.058,49.7,25.6,10.0,,,,
1045212401,BUY,0.01,2026-08-27T06:31:01,78777.28,2026-08-27T06:50:11,78787.28,19.2,0.1,tp,-1.06,-106.1,0.11,1.0,19.0,496614,2,390.02,46.61,123.53,78745.3,78684.97,78705.38,78648.92,78723.24,123.44,139.87,green,186.45,red,True,True,16.01,red,green,122.02,green,10.04,128.57,42.7,7.19,red,green,31,78783.23,78773.23,above,above,above,above,above,1.977,70.3,57.0,10.0,390.02,26.8,123.63,78743.95,78684.97,78741.74,78648.92,78732.55,123.73,139.87,green,186.45,red,True,True,16.01,green,green,3.83,green,13.58,-7.52,-13.05,0.0,green,green,50,78797.91,78787.91,above,above,above,above,above,1.977,70.3,67.3,10.0,,,,
1045212411,BUY,0.01,2026-08-27T06:31:02,78778.15000000001,2026-08-27T07:00:02,78784.17,29.0,0.06,hour_flat,-1.07,-107.0,0.51,1.0,23.0,496614,2,390.02,46.61,123.53,78745.3,78684.97,78705.38,78648.92,78723.24,123.44,139.87,green,186.45,red,True,True,16.01,red,green,122.02,green,10.04,128.57,42.7,7.19,red,green,31,78783.23,78773.23,above,above,above,above,above,1.977,70.3,57.0,10.0,346.67,28.7,123.69,78749.46,78696.9,78779.76,78655.26,78755.35,123.69,85.94,red,228.94,red,False,False,0.0,green,red,11.55,red,7.82,-1.52,0.77,0.0,green,red,0,78794.17,78784.17,above,above,above,above,above,1.977,68.3,54.8,10.0,,,,
1045237655,SELL,0.02,2026-08-27T07:25:05,78747.65000000001,2026-08-27T07:32:03,78849.44,7.0,-2.04,sl,-1.94,-97.1,0.5,6.9,-0.1,496615,1,352.72,27.34,123.69,78756.25,78696.9,78783.86,78655.26,78772.35,123.41,85.94,red,228.94,red,False,False,0.0,green,red,51.71,red,0.0,-17.6,-53.54,2.91,red,red,25,78757.65,78747.65,below,above,below,above,below,1.978,68.3,43.3,10.0,353.66,28.53,121.65,78758.85,78696.9,78791.17,78655.26,78778.0,121.65,85.94,red,228.94,green,False,False,0.0,red,green,23.8,green,2.71,30.85,29.06,7.08,green,green,32,78850.79,78840.79,above,above,above,above,above,1.975,68.3,57.9,10.0,,,,
1045242238,BUY,0.02,2026-08-27T07:32:07,78857.87,2026-08-27T07:54:45,79033.27,22.6,3.51,tp,-1.33,-66.4,3.71,0.9,21.9,496615,1,353.95,28.91,121.65,78758.88,78696.9,78791.44,78655.26,78778.11,121.36,85.94,red,228.94,green,False,False,0.0,red,green,23.8,green,2.71,30.85,29.06,7.08,green,green,32,78853.59,78843.59,above,above,above,above,above,1.975,68.3,58.4,10.0,367.76,38.94,125.16,78780.4,78696.9,78883.27,78655.26,78835.71,125.16,85.94,red,228.94,green,False,False,0.0,green,green,32.14,red,6.78,-4.68,22.31,0.0,green,green,54,79053.56,79043.56,above,above,above,above,above,1.97,68.3,78.5,10.0,,,,
1045259007,BUY,0.02,2026-08-27T08:09:06,79629.48,2026-08-27T08:10:12,79779.48,1.1,3.0,tp,-0.98,-48.9,3.63,-0.1,0.9,496616,1,388.23,105.72,125.16,78845.52,78731.5,79225.01,78671.07,79033.09,124.63,253.9,green,83.99,green,True,False,29.96,green,green,116.81,green,12.66,162.5,113.35,68.64,green,green,9,79629.48,79619.48,above,above,above,above,above,2.563,65.3,80.0,10.0,399.45,117.94,128.16,78856.21,78731.5,79290.28,78671.07,79067.74,128.16,253.9,green,83.99,green,True,False,29.96,green,green,146.62,green,4.48,77.81,124.82,0.0,green,green,10,79818.84,79808.84,above,above,above,above,above,2.753,65.3,82.8,10.0,,,,
1045290266,BUY,0.02,2026-08-27T09:11:04,79858.93000000001,2026-08-27T09:20:02,80008.93,9.0,3.0,tp,-1.59,-79.7,3.17,3.9,8.9,496617,2,406.01,63.41,128.16,79263.39,78828.47,79789.71,78713.44,79712.7,126.82,689.29,green,43.96,green,True,False,265.76,red,green,60.06,green,1.48,5.14,29.46,1.0,green,green,11,79860.15,79850.15,above,above,above,above,above,3.011,73.6,61.2,10.0,417.94,61.63,131.16,79318.32,78828.47,79863.34,78713.44,79771.08,128.33,689.29,green,43.96,green,True,False,265.76,green,green,114.85,green,10.81,99.05,49.41,7.47,green,green,20,80027.19,80017.19,above,above,above,above,above,3.005,73.6,73.9,10.0,,,,
1045283657,SELL,0.01,2026-08-27T09:00:03,79744.3,2026-08-27T09:30:05,80499.92,30.0,-7.5600000000000005,sweep_stop,-7.79,-778.6,0.77,29.9,-0.1,496617,1,396.41,69.56,128.16,79202.41,78828.47,79775.43,78713.44,79669.59,128.4,689.29,green,43.96,red,True,False,265.76,red,red,6.71,red,33.36,-10.93,-12.35,1.17,red,red,0,79719.74,79709.74,above,above,below,above,above,3.017,73.6,34.6,10.0,454.06,97.46,123.6,79409.39,78828.47,80150.69,78713.44,79941.96,123.6,689.29,green,43.96,green,True,False,265.76,green,green,48.58,green,0.92,33.89,69.28,7.01,green,green,30,80511.23,80501.23,above,above,above,above,above,3.614,73.6,91.8,10.0,,,,
1045316784,SELL,0.01,2026-08-27T09:57:03,79990.72,2026-08-27T10:00:03,79995.22,3.0,-0.04,hour_flat,-0.15,-15.4,0.87,-0.1,0.9,496617,1,454.31,55.12,123.6,79592.58,78828.47,80125.71,78713.44,80088.3,123.47,689.29,green,43.96,green,True,False,265.76,red,red,52.72,red,20.37,-16.83,-58.84,3.21,red,red,57,80004.26,79994.26,above,above,below,above,below,3.641,73.6,23.7,10.0,430.38,58.47,123.56,79603.75,78938.79,80085.7,78763.28,80074.93,123.56,234.77,green,82.64,green,True,False,541.62,red,green,26.22,green,14.12,1.98,40.77,6.94,red,green,0,79995.22,79985.22,above,above,below,above,below,3.642,75.7,26.1,10.0,,,,
1045364165,SELL,0.02,2026-08-27T11:28:09,79497.87,2026-08-27T11:51:03,79347.87,22.9,3.0,tp,-1.39,-69.4,4.1,-0.1,22.9,496619,1,475.64,63.61,123.56,79659.41,79004.84,79653.09,78797.43,79674.63,123.2,347.75,red,301.01,red,False,True,181.44,green,red,15.01,red,1.24,-154.66,-24.59,49.1,green,red,28,79507.87,79497.87,below,above,below,above,below,3.664,68.3,25.7,10.0,490.29,52.58,126.56,79613.4,79004.84,79436.83,78797.43,79526.09,126.56,347.75,red,301.01,red,False,True,181.44,red,red,21.18,red,8.42,-25.74,-25.63,31.63,red,red,51,79324.03,79314.03,below,above,below,above,below,3.673,68.3,30.5,10.0,0.0,0.0,79779.33,79347.87
1045403200,BUY,0.02,2026-08-27T12:29:10,79563.15000000001,2026-08-27T12:39:58,79350.49,10.8,-4.25,manual,-6.29,-314.7,0.0,6.8,-0.2,496620,1,484.94,45.07,126.56,79570.24,79049.39,79502.76,78823.91,79494.3,126.38,160.55,red,311.4,green,False,True,139.52,green,green,34.74,red,0.0,-11.18,-0.23,5.06,green,green,29,79563.15,79553.15,below,above,above,above,above,3.662,62.0,56.2,10.0,493.04,59.65,122.31,79551.47,79049.39,79409.72,78823.91,79452.36,122.13,160.55,red,311.4,red,False,True,139.52,green,red,4.22,green,32.86,28.49,8.76,40.92,red,red,39,79360.5,79350.5,below,above,below,above,below,3.671,62.0,27.4,10.0,0.0,0.0,0.0,0.0
1045412209,SELL,0.02,2026-08-27T12:39:48,79351.41,2026-08-27T13:08:20,79351.41,28.5,0.0,sl,-0.45,-22.4,2.09,-0.8,13.2,496620,2,493.04,59.65,126.56,79551.46,79049.39,79409.61,78823.91,79452.31,122.13,160.55,red,311.4,red,False,True,139.52,green,red,4.22,green,32.86,28.49,8.76,40.92,red,red,39,79359.39,79349.39,below,above,below,above,below,3.671,62.0,27.2,10.0,461.68,34.23,122.31,79486.12,79069.49,79301.66,78840.96,79342.32,122.31,213.18,red,12.5,green,False,False,120.05,red,green,42.4,green,3.01,28.76,19.06,0.19,green,green,8,79352.65,79342.65,below,above,above,above,above,3.671,58.6,67.4,10.0,0.0,0.0,79351.41,79051.41
1045440434,BUY,0.03,2026-08-27T13:16:08,79376.41,2026-08-27T13:30:02,79236.78,13.9,-4.19,sl,-4.41,-147.0,3.36,13.9,10.9,496621,1,466.2,49.78,122.31,79474.58,79069.49,79324.77,78840.96,79341.2,122.16,213.18,red,12.5,green,False,False,120.05,green,green,35.05,green,0.0,32.99,29.88,14.26,green,green,16,79381.19,79371.19,below,above,above,above,above,3.67,58.6,58.9,10.0,473.66,62.12,118.12,79460.39,79069.49,79356.12,78840.96,79352.35,118.12,213.18,red,12.5,red,False,False,120.05,red,red,46.59,red,0.0,-57.58,-46.95,3.01,red,red,30,79239.4,79229.4,below,above,below,above,below,3.677,58.6,36.0,10.0,0.0,0.0,79246.11,79542.84
1045453290,SELL,0.03,2026-08-27T13:32:05,79100.82,2026-08-27T13:58:09,79513.43,26.1,-12.38,sl,-12.24,-408.0,6.15,25.9,15.9,496621,1,482.84,74.12,118.12,79454.87,79069.49,79323.16,78840.96,79339.03,117.02,213.18,red,12.5,red,False,False,120.05,red,red,180.63,red,7.76,18.85,-48.19,16.93,red,red,32,79110.82,79100.82,below,above,below,above,below,3.682,58.6,32.9,10.0,498.93,117.4,102.66,79409.11,79069.49,79306.0,78840.96,79294.49,102.66,213.18,red,12.5,green,False,False,120.05,red,green,71.33,green,55.02,-10.64,-52.09,6.74,green,green,58,79518.84,79508.84,above,above,above,above,above,3.664,58.6,65.5,10.0,0.0,0.0,79513.43,78754.52
1045454114,SELL,0.01,2026-08-27T13:32:29,79198.48,2026-08-27T13:58:09,79506.3,25.7,-3.08,sl,-3.1,-310.4,3.03,25.5,15.5,496621,2,482.88,79.16,118.12,79455.68,79069.49,79330.91,78840.96,79342.22,115.43,213.18,red,12.5,red,False,False,120.05,red,red,180.63,red,7.76,18.85,-48.19,16.93,red,red,32,79192.21,79182.21,below,above,below,above,below,3.679,58.6,39.3,10.0,498.93,117.4,102.66,79409.11,79069.49,79306.0,78840.96,79294.49,102.66,213.18,red,12.5,green,False,False,120.05,red,green,71.33,green,55.02,-10.64,-52.09,6.74,green,green,58,79518.84,79508.84,above,above,above,above,above,3.664,58.6,65.5,10.0,0.0,0.0,79506.3,78698.36
1045495415,SELL,0.03,2026-08-27T14:11:25,79411.53,2026-08-27T14:21:03,79807.11,9.6,-11.86,sl,-11.93,-397.7,2.11,9.6,0.6,496622,2,507.26,103.54,102.66,79426.42,79112.49,79472.73,78867.62,79396.75,96.36,261.94,green,362.06,red,False,True,56.15,green,red,90.54,red,0.0,-38.91,-61.76,8.55,red,red,11,79411.26,79401.26,below,above,below,above,above,3.669,57.6,45.4,10.0,511.44,86.53,90.8,79440.86,79112.49,79560.96,78867.62,79460.32,100.81,261.94,green,362.06,green,False,True,56.15,red,green,67.24,green,1.27,90.16,63.66,35.33,green,green,21,79819.25,79809.25,above,above,above,above,above,3.65,57.6,68.2,10.0,0.0,0.0,79807.11,79015.09
1045485118,BUY,0.04,2026-08-27T13:59:04,79559.02,2026-08-27T14:38:43,80234.02,39.6,27.0,tp,-8.71,-217.8,27.6,12.9,38.9,496621,1,501.98,112.62,102.66,79410.6,79069.49,79330.0,78840.96,79304.88,102.16,213.18,red,12.5,green,False,False,120.05,red,green,54.13,green,39.38,50.98,89.03,1.53,green,green,59,79556.59,79546.59,above,above,above,above,above,3.662,58.6,64.0,10.0,542.86,99.23,117.8,79515.6,79112.49,79898.89,78867.62,79695.59,131.19,261.94,green,362.06,green,False,True,56.15,green,green,67.48,red,54.56,-33.28,52.57,4.85,green,green,38,80259.14,80249.14,above,above,above,above,above,3.63,57.6,74.1,10.0,0.0,0.0,78889.86,80234.02
1045503693,BUY,0.04,2026-08-27T14:23:04,79914.38,2026-08-27T14:38:45,80262.05,15.7,13.9,tp,-7.11,-177.7,14.1,0.9,14.9,496622,2,519.16,98.62,90.8,79448.74,79112.49,79612.45,78867.62,79489.61,102.7,261.94,green,362.06,green,False,True,56.15,red,green,153.78,green,27.69,80.81,42.78,14.8,green,green,23,79895.61,79885.61,above,above,above,above,above,3.646,57.6,78.2,10.0,544.13,100.5,131.7,79515.54,79112.49,79898.34,78867.62,79695.37,131.7,261.94,green,362.06,green,False,True,56.15,green,green,67.48,red,54.56,-33.28,52.57,4.85,green,green,38,80253.45,80243.45,above,above,above,above,above,3.63,57.6,73.9,10.0,0.0,0.0,79314.77,80262.05
1045534221,BUY,0.02,2026-08-27T15:06:05,80376.55,2026-08-27T15:12:58,80526.55,6.9,3.0,tp,-4.59,-229.3,4.48,1.9,5.9,496623,1,542.15,101.51,131.7,79684.34,79216.35,80200.89,78920.0,80041.15,130.76,682.9,green,179.48,green,True,False,194.68,red,green,158.84,green,29.23,160.04,97.61,7.83,green,green,6,80339.4,80329.4,above,above,above,above,above,3.51,71.1,63.2,10.0,556.46,128.0,134.7,79722.0,79216.35,80268.85,78920.0,80104.41,134.7,682.9,green,179.48,green,True,False,194.68,red,green,64.7,green,1.69,32.41,24.78,18.91,green,green,12,80610.72,80600.72,above,above,above,above,above,3.591,71.1,64.2,10.0,0.0,0.0,80080.04,80526.55
1045571557,SELL,0.02,2026-08-27T16:08:03,80227.17,2026-08-27T16:13:08,80509.74,5.1,-5.65,sl,-5.54,-276.8,0.52,5.0,0.9,496624,1,571.22,73.87,134.7,80033.49,79321.15,80359.81,78974.85,80375.1,134.53,114.94,green,112.57,red,True,False,491.65,red,red,90.68,red,6.43,-148.43,-84.6,19.42,green,red,8,80235.5,80225.5,above,above,below,above,below,3.701,70.3,34.4,10.0,572.42,78.63,129.05,80050.01,79321.15,80369.03,78974.85,80375.22,129.05,114.94,green,112.57,green,True,False,491.65,red,green,99.6,green,0.0,81.23,28.94,0.0,red,green,13,80495.23,80485.23,above,above,above,above,above,3.689,70.3,62.8,10.0,0.0,0.0,80506.79,80067.97
1045579930,BUY,0.03,2026-08-27T16:27:25,80552.06,2026-08-27T17:04:17,80297.24,36.9,-7.64,manual,-9.5,-316.8,2.92,35.6,16.6,496624,1,576.32,74.06,129.05,80107.98,79321.15,80468.37,78974.85,80427.08,129.01,114.94,green,112.57,green,True,False,491.65,green,green,26.69,green,30.25,-12.8,5.84,4.32,green,green,27,80560.5,80550.5,above,above,above,above,above,3.686,70.3,53.3,10.0,570.37,66.41,121.41,80203.28,79421.75,80380.03,79029.79,80410.72,121.41,69.58,green,105.15,red,False,False,273.54,red,red,43.96,green,22.01,30.76,-6.7,23.6,red,red,4,80309.32,80299.32,above,above,below,above,below,3.503,74.3,29.1,10.0,0.0,80793.06,80198.68,80787.14
1045596533,BUY,0.03,2026-08-27T17:06:02,80377.02,2026-08-27T17:18:51,80782.54,12.8,12.17,tp,-1.06,-35.4,13.65,-0.0,12.0,496625,1,570.37,69.61,121.41,80206.69,79421.75,80378.94,79029.79,80407.96,121.45,69.58,green,105.15,red,False,False,273.54,red,red,7.07,red,34.45,11.65,29.31,14.93,red,green,6,80377.02,80367.02,above,above,below,above,below,3.447,74.3,35.0,10.0,599.89,91.84,133.58,80251.26,79421.75,80555.83,79029.79,80485.63,133.58,69.58,green,105.15,green,False,False,273.54,green,green,62.27,green,16.88,69.71,67.26,18.15,green,green,18,80803.38,80793.38,above,above,above,above,above,3.273,74.3,88.9,10.0,0.0,0.0,80162.44,80782.54
1045609113,SELL,0.02,2026-08-27T17:39:44,80688.40000000001,2026-08-27T17:43:17,80538.4,3.5,3.0,tp,-0.68,-34.0,3.24,0.3,3.3,496625,1,602.45,72.62,133.58,80344.2,79421.75,80703.83,79029.79,80628.1,133.37,69.58,green,105.15,green,False,False,273.54,green,red,11.18,green,0.0,-35.49,22.83,38.38,red,red,39,80698.89,80688.89,above,above,below,above,above,3.322,74.3,38.4,10.0,602.45,69.03,136.58,80353.78,79421.75,80664.09,79029.79,80622.04,136.58,69.58,green,105.15,green,False,False,273.54,green,red,56.6,red,0.0,-76.96,-48.38,4.82,red,red,43,80536.47,80526.47,above,above,below,above,below,3.329,74.3,27.9,10.0,0.0,0.0,80875.35,80538.4
