ticket,direction,volume,entry_time_utc,entry_price,exit_time_utc,exit_price,duration_min,profit_usd,exit_reason,worst_drawdown_usd,worst_drawdown_pts,best_profit_usd,time_to_worst_min,time_to_best_min,hour_id,positions_open_at_entry,entry_atr14_h1,entry_atr14_m1,entry_balance,entry_ema200_m1,entry_ema20_h1,entry_ema20_m1,entry_ema50_h1,entry_ema50_m1,entry_equity,entry_h1_body_pts,entry_h1_candle,entry_h1_downwick_pts,entry_h1_forming,entry_h1_higher_high,entry_h1_lower_low,entry_h1_upwick_pts,entry_m15_candle,entry_m15_forming,entry_m1_body_pts,entry_m1_candle,entry_m1_downwick_pts,entry_m1_high_minus_prevhigh,entry_m1_low_minus_prevlow,entry_m1_upwick_pts,entry_m5_candle,entry_m5_forming,entry_minute_of_hour,entry_price_ask,entry_price_bid,entry_px_vs_ema200_m1,entry_px_vs_ema20_h1,entry_px_vs_ema20_m1,entry_px_vs_ema50_h1,entry_px_vs_ema50_m1,entry_range24h_pct,entry_rsi14_h1,entry_rsi14_m1,entry_spread_pts,exit_atr14_h1,exit_atr14_m1,exit_balance,exit_ema200_m1,exit_ema20_h1,exit_ema20_m1,exit_ema50_h1,exit_ema50_m1,exit_equity,exit_h1_body_pts,exit_h1_candle,exit_h1_downwick_pts,exit_h1_forming,exit_h1_higher_high,exit_h1_lower_low,exit_h1_upwick_pts,exit_m15_candle,exit_m15_forming,exit_m1_body_pts,exit_m1_candle,exit_m1_downwick_pts,exit_m1_high_minus_prevhigh,exit_m1_low_minus_prevlow,exit_m1_upwick_pts,exit_m5_candle,exit_m5_forming,exit_minute_of_hour,exit_price_ask,exit_price_bid,exit_px_vs_ema200_m1,exit_px_vs_ema20_h1,exit_px_vs_ema20_m1,exit_px_vs_ema50_h1,exit_px_vs_ema50_m1,exit_range24h_pct,exit_rsi14_h1,exit_rsi14_m1,exit_spread_pts,entry_user_sl,entry_user_tp,final_user_sl,final_user_tp
1050132258,BUY,0.01,2026-09-05T18:57:03,79996.65000000001,2026-09-05T19:18:13,79924.99,21.2,-0.72,sl,-0.72,-71.7,0.17,20.9,0.9,496842,1,170.4,21.33,149.98,79948.69,79771.18,79968.09,79662.99,79983.5,149.91,19.15,green,77.86,red,False,False,104.79,green,green,28.66,green,0.0,17.68,5.86,0.09,green,green,57,79999.54,79989.54,above,above,above,above,above,0.938,72.2,59.0,10.0,164.75,19.02,149.26,79949.13,79792.77,79949.73,79676.11,79964.22,149.26,62.81,red,72.4,red,False,True,22.52,red,red,7.17,red,10.9,-8.15,-12.77,1.53,red,red,18,79940.63,79930.63,below,above,below,above,below,0.939,73.8,45.4,10.0,79924.99,80050.39,,
1050137891,BUY,0.02,2026-09-05T20:01:03,79804.32,2026-09-05T20:03:34,79729.07,2.5,-1.51,sl,-1.52,-76.0,0.12,1.9,-0.1,496844,2,172.79,31.13,149.26,79909.61,79789.0,79790.66,79679.1,79841.07,145.81,243.28,red,48.54,green,False,True,5.58,red,green,40.73,green,1.94,30.78,2.0,0.28,red,green,1,79812.31,79802.31,below,above,above,above,below,0.94,57.3,52.7,10.0,175.02,30.94,147.75,79905.81,79789.0,79777.8,79679.1,79831.65,148.04,243.28,red,48.54,red,False,True,5.58,red,red,35.13,red,1.98,-37.38,-28.96,0.0,red,red,3,79738.34,79728.34,below,below,below,above,below,0.941,57.3,46.6,10.0,79729.07,79860.77,,
1050138946,BUY,0.03,2026-09-05T20:12:02,79818.64,2026-09-05T20:18:14,79712.85,6.2,-3.17,sl,-3.44,-114.8,0.74,6.0,1.0,496844,2,177.21,32.14,147.75,79894.55,79789.0,79779.46,79679.1,79815.11,143.41,243.28,red,48.54,green,False,True,5.58,red,green,22.99,green,16.05,19.35,18.06,0.0,green,green,12,79834.65,79824.65,below,above,above,above,above,0.94,57.3,62.4,10.0,179.14,37.01,144.58,79885.28,79789.0,79758.35,79679.1,79797.9,145.93,243.28,red,48.54,red,False,True,5.58,red,red,17.82,red,0.02,-11.0,-2.91,0.0,red,red,18,79717.16,79707.16,below,below,below,above,below,0.941,57.3,48.5,10.0,79712.85,79897.98,,
1050137046,SELL,0.05,2026-09-05T19:50:02,79744.26,2026-09-05T20:20:24,79750.53,30.4,-0.32,sl,-4.95,-99.0,2.86,23.0,30.0,496843,1,180.2,36.07,149.26,79925.51,79792.77,79822.32,79676.11,79878.47,148.61,62.81,red,72.4,red,False,True,22.52,red,red,42.16,red,34.86,-5.57,-65.54,2.29,red,green,50,79757.25,79747.25,below,below,below,above,below,0.941,73.8,45.8,10.0,180.34,36.8,144.26,79882.23,79789.0,79753.53,79679.1,79792.76,144.26,243.28,red,48.54,green,False,True,5.58,red,green,9.38,red,10.92,-9.84,-3.79,3.54,red,green,20,79767.07,79757.07,below,below,above,above,below,0.941,57.3,48.7,10.0,79865.01,79643.51,,
1050139839,BUY,0.06,2026-09-05T20:21:02,79782.34,2026-09-05T20:26:14,79788.99,5.2,0.4,sl,-1.3,-21.7,2.78,3.0,4.0,496844,2,180.34,37.18,144.26,79881.29,79789.0,79756.68,79679.1,79792.57,142.66,243.28,red,48.54,green,False,True,5.58,red,green,71.71,green,13.62,58.82,-2.95,0.28,red,green,21,79782.76,79772.76,below,below,above,above,below,0.941,57.3,50.2,10.0,180.34,37.75,144.66,79877.19,79789.0,79773.41,79679.1,79793.54,141.86,243.28,red,48.54,green,False,True,5.58,red,green,20.41,green,2.42,32.0,33.63,11.48,green,green,26,79827.08,79817.08,below,above,above,above,above,0.94,57.3,46.9,10.0,79687.04,79869.31,,
1050139765,SELL,0.04,2026-09-05T20:20:25,79757.07,2026-09-05T20:28:23,79745.7,8.0,0.45,sl,-2.9,-72.4,2.8,6.6,-0.4,496844,1,180.34,36.8,144.26,79882.16,79789.0,79752.86,79679.1,79792.48,144.14,243.28,red,48.54,red,False,True,5.58,red,green,9.38,red,10.92,-9.84,-3.79,3.54,red,green,20,79759.98,79749.98,below,below,above,above,below,0.941,57.3,47.5,10.0,180.34,37.73,145.11,79874.79,79789.0,79770.34,79679.1,79790.69,145.11,243.28,red,48.54,red,False,True,5.58,red,green,45.39,red,27.13,7.87,-45.36,16.63,green,red,28,79759.94,79749.94,below,below,below,above,below,0.941,57.3,50.9,10.0,79843.27,79692.42,,
1050140310,SELL,0.07,2026-09-05T20:28:24,79749.94,2026-09-05T20:30:00,79742.3,1.6,0.54,sl,-1.52,-21.7,3.72,-0.4,-0.4,496844,1,180.34,37.73,145.11,79874.77,79789.0,79770.08,79679.1,79790.59,144.61,243.28,red,48.54,red,False,True,5.58,red,green,45.39,red,27.13,7.87,-45.36,16.63,green,red,28,79757.2,79747.2,below,below,below,above,below,0.941,57.3,50.4,10.0,180.34,38.28,145.65,79871.43,79789.0,79759.01,79679.1,79784.17,145.65,243.28,red,48.54,red,False,True,5.58,red,green,15.68,green,0.0,-45.32,7.73,6.14,red,green,30,79744.45,79734.45,below,below,below,above,below,0.941,57.3,49.0,10.0,79829.45,79677.57,,
1050140475,SELL,0.05,2026-09-05T20:30:03,79739.41,2026-09-05T20:35:13,79729.95,5.2,0.47,sl,-0.34,-6.9,2.69,0.9,5.0,496844,1,180.34,38.55,145.65,79871.48,79789.0,79759.48,79679.1,79784.36,145.15,243.28,red,48.54,red,False,True,5.58,red,green,15.68,green,0.0,-45.32,7.73,6.14,red,green,30,79749.35,79739.35,below,below,below,above,below,0.941,57.3,49.7,10.0,180.43,36.5,146.12,79863.91,79789.0,79742.8,79679.1,79772.05,146.12,243.28,red,48.54,red,False,True,5.58,red,red,8.42,red,1.31,10.79,2.51,10.77,red,green,35,79735.84,79725.84,below,below,below,above,below,0.941,57.3,42.2,10.0,79829.45,79659.45,,
1050140801,BUY,0.08,2026-09-05T20:37:01,79768.07,2026-09-05T20:51:14,79772.04000000001,14.2,0.31,sl,-4.08,-51.0,2.48,2.0,14.0,496844,1,180.43,37.64,146.12,79861.6,79789.0,79743.83,79679.1,79770.16,145.31,243.28,red,48.54,green,False,True,5.58,red,green,54.88,green,5.14,29.84,12.36,2.26,red,green,37,79768.04,79758.04,below,below,above,above,below,0.941,57.3,48.4,10.0,180.43,25.39,146.43,79847.79,79789.0,79755.79,79679.1,79764.68,146.43,243.28,red,48.54,green,False,True,5.58,green,red,13.71,green,3.18,8.79,15.65,2.67,red,red,51,79764.95,79754.95,below,below,above,above,below,0.941,57.3,54.2,10.0,79685.7,79844.19,,
1050141412,SELL,0.09,2026-09-05T20:53:21,79738.09,2026-09-05T20:58:39,79801.08,5.3,-5.67,sl,-4.97,-55.2,0.65,4.7,-0.3,496844,2,180.43,26.34,146.43,79845.85,79789.0,79754.41,79679.1,79763.45,144.32,243.28,red,48.54,red,False,True,5.58,green,red,24.48,red,1.65,-28.22,6.92,0.45,red,red,53,79748.18,79738.18,below,below,below,above,below,0.941,57.3,54.2,10.0,180.43,24.73,140.76,79841.49,79789.0,79755.83,79679.1,79762.25,142.43,243.28,red,48.54,green,False,True,5.58,green,green,11.41,green,6.16,2.19,-2.36,0.64,red,green,58,79796.01,79786.01,below,above,above,above,above,0.94,57.3,52.2,10.0,79799.01,79688.28,,
1050141316,BUY,0.06,2026-09-05T20:51:16,79758.15000000001,2026-09-05T20:59:10,79769.26,7.9,0.67,sl,-1.64,-27.3,2.45,1.7,-0.3,496844,1,180.43,25.68,146.43,79847.72,79789.0,79755.05,79679.1,79764.38,145.77,243.28,red,48.54,red,False,True,5.58,green,red,13.71,green,3.18,8.79,15.65,2.67,red,red,51,79757.19,79747.19,below,below,below,above,below,0.941,57.3,51.3,10.0,180.43,23.55,141.43,79840.68,79789.0,79756.37,79679.1,79762.21,141.43,243.28,red,48.54,green,False,True,5.58,green,red,20.65,green,4.8,38.03,15.0,15.79,red,green,59,79779.24,79769.24,below,below,above,above,above,0.941,57.3,51.4,10.0,79685.7,79827.53,,
1050141617,SELL,0.07,2026-09-05T21:00:04,79740.25,2026-09-05T21:11:35,79799.26,11.5,-4.13,sl,-3.43,-49.0,1.37,10.9,4.9,496845,1,171.98,25.68,141.43,79839.48,79784.55,79753.15,79681.48,79760.59,140.14,13.27,red,54.68,green,False,True,89.62,red,green,37.13,red,15.81,-15.78,-27.48,0.0,red,green,0,79758.65,79748.65,below,below,above,above,below,0.941,53.8,46.1,10.0,176.15,22.75,137.3,79830.27,79784.55,79755.25,79681.48,79757.82,137.3,13.27,red,54.68,green,False,True,89.62,red,green,5.05,green,3.42,11.67,-0.52,11.75,green,green,11,79794.05,79784.05,below,above,above,above,above,0.94,53.8,61.1,10.0,79799.01,79685.49,,
1050142234,BUY,0.1,2026-09-05T21:19:02,79821.6,2026-09-05T21:37:46,79831.73,18.7,1.01,sl,-1.07,-10.7,5.14,-0.0,5.0,496845,1,178.12,18.73,137.3,79826.83,79784.55,79773.7,79681.48,79765.74,136.24,13.27,red,54.68,green,False,True,89.62,green,green,28.01,green,0.0,28.2,6.32,5.99,green,green,19,79820.95,79810.95,below,above,above,above,above,0.94,53.8,88.3,10.0,182.13,15.05,138.31,79829.83,79784.55,79832.8,79681.48,79806.35,138.31,13.27,red,54.68,green,False,True,89.62,green,red,1.44,green,2.5,2.39,7.7,2.72,red,red,37,79846.93,79836.93,above,above,above,above,above,0.94,53.8,40.6,10.0,79720.64,79921.14,,
1050142959,BUY,0.08,2026-09-05T21:37:49,79846.93000000001,2026-09-05T21:42:51,79918.55,5.0,5.73,manual,-1.22,-15.2,6.72,-0.8,4.2,496845,1,182.13,15.05,138.31,79829.85,79784.55,79832.99,79681.48,79806.42,137.67,13.27,red,54.68,green,False,True,89.62,green,red,1.44,green,2.5,2.39,7.7,2.72,red,red,37,79848.93,79838.93,above,above,above,above,above,0.94,53.8,41.8,10.0,186.27,21.59,144.04,79831.92,79784.55,79849.86,79681.48,79818.6,144.04,13.27,red,54.68,green,False,True,89.62,green,green,20.94,green,2.29,25.28,6.29,25.04,green,green,42,79938.9,79928.9,above,above,above,above,above,0.939,53.8,79.6,10.0,79720.64,79960.72,,
1050143307,BUY,0.11,2026-09-05T21:42:53,79933.51,2026-09-05T22:26:05,79831.33,43.2,-11.24,sl,-11.24,-102.2,1.67,43.1,34.1,496845,1,186.27,21.59,144.04,79831.7,79784.55,79847.81,79681.48,79817.76,141.16,13.27,red,54.68,green,False,True,89.62,green,green,20.94,green,2.29,25.28,6.29,25.04,green,green,42,79917.34,79907.34,above,above,above,above,above,0.939,53.8,75.7,10.0,184.31,21.27,132.8,79851.15,79796.12,79868.96,79690.38,79870.05,132.8,165.02,green,20.71,red,True,False,38.79,green,red,16.68,red,0.0,-8.03,-1.82,2.37,red,red,26,79841.33,79831.33,below,above,below,above,below,0.94,57.5,20.5,10.0,79831.73,80041.52,,
1050147903,SELL,0.12,2026-09-05T23:38:02,79758.86,2026-09-05T23:45:21,79857.91,7.3,-11.89,sl,-11.06,-92.2,6.78,7.0,-0.0,496847,1,191.46,22.57,132.8,79818.55,79795.45,79790.04,79693.8,79792.06,134.74,119.87,red,37.65,red,True,False,40.6,green,red,28.63,red,0.0,-46.09,-21.2,0.49,green,red,38,79742.64,79732.64,below,below,below,above,below,0.941,55.3,39.8,10.0,191.85,32.74,120.91,79818.16,79795.45,79801.6,79693.8,79797.12,120.91,119.87,red,37.65,green,True,False,40.6,green,green,13.96,green,0.0,-1.13,10.78,10.94,green,green,45,79855.28,79845.28,above,above,above,above,above,0.94,55.3,56.7,10.0,79845.56,79680.45,,
1050148613,SELL,0.01,2026-09-05T23:57:01,79804.26,2026-09-05T23:57:30,79794.14,0.5,0.1,sl,-0.01,-0.8,0.37,-0.0,-0.0,496847,2,196.07,27.14,120.91,79820.63,79795.45,79825.74,79693.8,79812.98,112.61,119.87,red,37.65,green,True,False,40.6,green,red,47.64,red,3.76,-3.38,-46.86,3.01,green,red,57,79815.03,79805.03,below,above,below,above,below,0.94,55.3,53.1,10.0,196.07,29.65,121.01,79820.42,79795.45,79823.75,79693.8,79812.16,110.11,119.87,red,37.65,red,True,False,40.6,green,red,47.64,red,3.76,-3.38,-46.86,3.01,green,red,57,79794.14,79784.14,below,below,below,above,below,0.94,55.3,48.6,10.0,79867.32,79756.42,,
1050148639,SELL,0.02,2026-09-05T23:58:02,79786.90000000001,2026-09-06T00:03:12,79856.28,5.2,-1.3900000000000001,sl,-1.22,-61.1,0.02,5.0,-0.0,496847,2,196.07,27.67,121.01,79820.13,79795.45,79820.7,79693.8,79811.36,110.54,119.87,red,37.65,red,True,False,40.6,green,red,17.25,red,19.01,-48.37,-31.35,1.13,green,red,58,79799.37,79789.37,below,below,below,above,below,0.94,55.3,45.2,10.0,191.83,25.97,119.62,79821.14,79798.29,79827.97,79698.79,79816.61,116.63,36.29,green,87.08,green,False,True,84.44,green,green,2.43,red,3.28,-4.75,7.11,1.87,red,green,3,79854.99,79844.99,above,above,above,above,above,0.94,57.6,57.5,10.0,79853.45,79736.99,,
1050148286,BUY,0.13,2026-09-05T23:46:01,79867.97,2026-09-06T00:35:25,79876.08,49.4,1.05,sl,-13.04,-100.3,9.83,11.0,48.0,496847,1,193.31,33.79,120.91,79818.85,79795.45,79809.86,79693.8,79800.72,121.37,119.87,red,37.65,green,True,False,40.6,green,green,54.7,green,9.65,41.79,2.34,0.0,green,green,46,79881.51,79871.51,above,above,above,above,above,0.939,55.3,61.9,10.0,198.65,26.1,120.67,79841.61,79798.29,79896.22,79698.79,79874.8,120.67,36.29,green,87.08,green,False,True,84.44,green,red,26.3,red,4.85,14.37,-23.57,21.38,red,red,35,79891.37,79881.37,above,above,below,above,above,0.939,57.6,45.5,10.0,79702.34,80029.75,,
1050149540,BUY,0.03,2026-09-06T00:35:27,79891.37,2026-09-06T00:53:06,79903.42,17.6,0.36,sl,-1.15,-38.5,1.19,15.6,16.6,496848,1,198.65,26.1,120.67,79841.74,79798.29,79897.47,79698.79,79875.31,120.77,36.29,green,87.08,green,False,True,84.44,green,red,26.3,red,4.85,14.37,-23.57,21.38,red,red,35,79904.51,79894.51,above,above,above,above,above,0.939,57.6,48.5,10.0,198.65,23.56,121.03,79849.52,79798.29,79891.03,79698.79,79882.36,114.69,36.29,green,87.08,green,False,True,84.44,red,green,16.17,red,5.04,5.64,57.03,0.0,green,green,53,79913.42,79903.42,above,above,above,above,above,0.939,57.6,50.4,10.0,79786.08,79979.99,,
1050149642,SELL,0.14,2026-09-06T00:45:02,79868.11,2026-09-06T01:03:04,79943.6,18.0,-10.56,sl,-9.89,-70.6,2.13,18.0,6.0,496848,2,198.65,24.82,120.67,79846.41,79798.29,79892.02,79698.79,79880.26,118.35,36.29,green,87.08,green,False,True,84.44,red,green,25.98,red,2.92,8.51,-16.44,9.25,red,green,45,79880.15,79870.15,above,above,below,above,below,0.939,57.6,41.3,10.0,197.85,32.55,110.47,79853.84,79805.13,79894.9,79705.52,79886.76,110.47,43.72,green,6.6,green,True,False,74.21,red,green,8.61,green,3.98,-0.02,1.69,1.94,red,green,3,79948.76,79938.76,above,above,above,above,above,0.939,59.9,60.7,10.0,79943.6,79803.44,,
1050150318,BUY,0.01,2026-09-06T01:05:02,79939.64,2026-09-06T01:06:04,79953.47,1.0,0.13,sl,-0.22,-21.6,0.32,-0.0,1.0,496849,2,201.78,32.67,110.47,79855.37,79805.13,79901.61,79705.52,79890.2,110.05,43.72,green,6.6,green,True,False,74.21,red,green,15.92,green,4.65,-50.85,30.31,0.86,green,red,5,79941.55,79931.55,above,above,above,above,above,0.939,59.9,51.5,10.0,201.78,34.63,110.6,79856.67,79805.13,79909.36,79705.52,79893.91,109.38,43.72,green,6.6,green,True,False,74.21,red,green,23.54,green,22.66,21.34,-3.43,0.0,green,green,6,79963.47,79953.47,above,above,above,above,above,0.938,59.9,57.5,10.0,79855.18,80002.99,,
1050150278,SELL,0.04,2026-09-06T01:03:39,79932.93000000001,2026-09-06T01:07:01,79998.53,3.4,-2.62,sl,-2.43,-60.8,1.67,-0.7,-0.7,496849,1,201.78,36.48,110.47,79853.77,79805.13,79894.27,79705.52,79886.5,110.11,43.72,green,6.6,green,True,False,74.21,red,green,8.61,green,3.98,-0.02,1.69,1.94,red,green,3,79942.09,79932.09,above,above,above,above,above,0.939,59.9,59.8,10.0,201.78,33.05,107.98,79858.19,79805.13,79918.74,79705.52,79898.42,111.74,43.72,green,6.6,green,True,False,74.21,red,green,5.92,green,17.42,10.67,33.46,0.07,green,green,7,79998.53,79988.53,above,above,above,above,above,0.938,59.9,73.1,10.0,79993.7,79887.35,,
1050150778,SELL,0.05,2026-09-06T01:21:03,79924.27,2026-09-06T01:35:47,80005.4,14.7,-4.06,sl,-3.58,-71.6,1.62,13.9,0.9,496849,2,202.61,22.48,107.98,79871.35,79805.13,79944.35,79705.52,79923.5,101.6,43.72,green,6.6,green,True,False,74.21,green,red,7.25,red,1.7,-4.58,-12.79,10.97,red,red,21,79934.25,79924.25,above,above,below,above,above,0.939,59.9,32.2,10.0,202.61,19.94,103.92,79879.0,79805.13,79936.36,79705.52,79926.74,106.82,43.72,green,6.6,green,True,False,74.21,red,green,6.04,green,2.55,12.15,19.03,7.13,green,green,35,79992.77,79982.77,above,above,above,above,above,0.938,59.9,75.6,10.0,80005.4,79855.48,,
1050150364,BUY,0.15,2026-09-06T01:06:05,79963.47,2026-09-06T01:39:44,80035.88,33.6,10.86,manual,-10.75,-71.7,12.92,15.9,32.9,496849,2,201.78,34.77,110.6,79856.69,79805.13,79909.59,79705.52,79894.0,108.15,43.72,green,6.6,green,True,False,74.21,red,green,23.54,green,22.66,21.34,-3.43,0.0,green,green,6,79965.84,79955.84,above,above,above,above,above,0.938,59.9,58.1,10.0,205.77,26.28,114.78,79883.19,79805.13,79953.28,79705.52,79935.57,114.78,43.72,green,6.6,green,True,False,74.21,red,green,1.46,green,31.58,-14.88,-27.54,2.46,green,green,39,80025.68,80015.68,above,above,above,above,above,0.938,59.9,84.1,10.0,79852.89,80067.38,,
1050152725,SELL,0.02,2026-09-06T02:46:03,79889.09,2026-09-06T03:15:28,79954.2,29.4,-1.3,sl,-1.24,-62.2,0.55,28.9,10.9,496850,1,204.71,19.5,114.78,79912.41,79818.07,79915.06,79714.64,79931.14,114.68,73.36,green,0.0,red,True,False,122.93,red,red,3.1,red,7.48,-2.0,3.3,4.41,red,red,46,79894.0,79884.0,below,above,below,above,below,0.939,61.7,28.0,10.0,194.73,14.09,113.48,79910.15,79826.0,79914.12,79721.97,79914.8,113.48,47.47,red,39.8,green,False,True,63.53,green,green,3.32,red,1.31,-2.6,13.14,3.96,green,green,15,79961.3,79951.3,above,above,above,above,above,0.938,57.3,74.6,10.0,79950.61,79844.07,,
1050153164,BUY,0.03,2026-09-06T03:19:02,79970.93000000001,2026-09-06T03:43:19,80052.88,24.3,2.4400000000000004,tp,-2.57,-85.7,2.61,8.0,24.0,496851,1,195.8,13.42,113.48,79911.79,79826.0,79926.87,79721.97,79920.31,113.18,47.47,red,39.8,green,False,True,63.53,green,green,10.81,green,2.69,0.25,5.68,5.41,green,green,19,79970.93,79960.93,above,above,above,above,above,0.938,57.3,76.9,10.0,202.42,25.26,115.92,79922.32,79826.0,79980.35,79721.97,79950.46,115.92,47.47,red,39.8,green,False,True,63.53,red,green,29.31,green,4.28,18.3,3.02,0.17,green,green,43,80067.95,80057.95,above,above,above,above,above,0.937,57.3,83.6,10.0,79861.69,80052.88,,
1050154555,SELL,0.01,2026-09-06T04:03:01,79996.64,2026-09-06T04:07:31,79986.32,4.5,0.11,sl,-0.07,-7.2,0.35,1.0,4.0,496852,2,198.78,19.31,115.92,79942.49,79844.89,80019.03,79733.76,79994.52,109.57,125.31,green,13.46,red,True,False,84.45,red,red,30.54,red,2.72,0.08,-24.63,0.08,red,red,3,80006.71,79996.71,above,above,below,above,above,0.938,64.9,46.0,10.0,201.02,17.16,116.03,79944.09,79844.89,80006.9,79733.76,79992.81,108.66,125.31,green,13.46,red,True,False,84.45,red,red,25.01,red,0.02,0.08,-19.9,4.78,red,red,7,79988.07,79978.07,above,above,below,above,below,0.938,64.9,22.2,10.0,80065.43,79945.0,,
1050154004,BUY,0.06,2026-09-06T03:44:02,80100.91,2026-09-06T04:20:09,79952.44,36.1,-8.9,sl,-8.92,-148.7,0.45,36.0,-0.0,496851,1,206.03,26.16,115.92,79924.49,79826.0,79995.27,79721.97,79957.85,116.38,47.47,red,39.8,green,False,True,63.53,red,green,38.5,green,10.18,49.96,23.34,11.7,green,green,44,80118.48,80108.48,above,above,above,above,above,0.937,57.3,84.3,10.0,201.73,13.89,107.13,79947.25,79844.89,79978.12,79733.76,79983.2,107.13,125.31,green,13.46,red,True,False,84.45,red,red,6.32,red,0.0,1.39,3.75,1.35,red,red,20,79962.25,79952.25,above,above,below,above,below,0.938,64.9,40.9,10.0,79952.44,80240.59,,
1050154949,SELL,0.02,2026-09-06T04:20:13,79941.01,2026-09-06T04:24:09,79894.93,3.9,0.92,tp,-0.48,-23.9,1.2,-0.2,3.8,496852,1,202.54,14.69,107.13,79947.14,79844.89,79977.06,79733.76,79982.76,106.93,125.31,green,13.46,red,True,False,84.45,red,red,6.32,red,0.0,1.39,3.75,1.35,red,red,20,79951.1,79941.1,below,above,below,above,below,0.939,64.9,35.9,10.0,206.81,17.96,108.05,79945.75,79844.89,79955.09,79733.76,79972.21,108.05,125.31,green,13.46,red,True,False,84.45,red,red,12.03,red,3.68,-7.22,1.67,0.0,red,red,24,79894.01,79884.01,below,above,below,above,below,0.939,64.9,9.2,10.0,80002.34,79894.93,,
1050155200,SELL,0.07,2026-09-06T04:24:11,79884.08,2026-09-06T05:40:05,80108.48,75.9,-15.7,sl,-16.41,-234.4,7.2,75.8,54.8,496852,1,206.81,17.96,108.05,79945.86,79844.89,79956.16,79733.76,79972.65,106.57,125.31,green,13.46,red,True,False,84.45,red,red,12.03,red,3.68,-7.22,1.67,0.0,red,red,24,79905.23,79895.23,below,above,below,above,below,0.939,64.9,10.0,10.0,222.28,33.07,92.35,79916.24,79847.34,79934.28,79739.13,79900.85,92.35,153.87,red,23.97,green,False,True,6.9,green,green,86.26,green,0.0,92.74,27.05,7.89,green,red,40,80097.09,80087.09,above,above,above,above,above,0.885,55.6,88.5,10.0,80108.48,79673.83,,
1050160235,SELL,0.08,2026-09-06T06:25:01,79856.42,2026-09-06T06:48:38,79700.84,23.6,12.44,tp,-0.42,-5.2,14.04,2.0,23.0,496854,1,202.17,26.54,92.35,79928.71,79861.06,79911.41,79749.19,79929.55,93.09,121.31,green,89.83,red,True,True,126.18,red,red,40.07,red,22.7,-5.96,-53.01,0.0,red,red,25,79847.14,79837.14,below,below,below,above,below,0.819,56.8,21.6,10.0,212.95,30.59,104.79,79904.93,79861.06,79807.01,79749.19,79855.93,104.79,121.31,green,89.83,red,True,True,126.18,red,red,14.03,green,0.0,-6.08,-4.8,0.0,red,red,48,79701.9,79691.9,below,below,below,below,below,0.82,56.8,26.0,10.0,80118.52,79725.95,,
1050165111,BUY,0.01,2026-09-06T07:20:02,79816.85,2026-09-06T07:24:14,79813.69,4.2,-0.03,sl,-0.33,-32.8,0.38,-0.0,3.0,496855,1,216.08,45.91,104.18,79867.86,79853.48,79769.02,79750.44,79792.35,104.08,214.04,red,99.57,green,False,True,5.84,red,green,19.05,green,19.54,4.04,-15.69,5.63,green,red,20,79816.84,79806.84,below,below,above,above,above,0.819,40.9,52.1,10.0,218.65,48.5,104.15,79866.43,79853.48,79788.92,79750.44,79798.01,104.15,214.04,red,99.57,green,False,True,5.84,red,green,5.56,red,7.86,6.58,8.48,6.65,green,red,24,79802.76,79792.76,below,below,above,above,below,0.819,40.9,54.5,10.0,79573.23,79889.89,,
1050165659,BUY,0.02,2026-09-06T07:27:01,79840.12,2026-09-06T07:44:32,79842.95,17.5,0.21,sl,-1.2,-59.8,0.58,9.0,17.0,496855,1,218.65,41.35,104.15,79865.09,79853.48,79797.71,79750.44,79800.72,104.01,214.04,red,99.57,green,False,True,5.84,red,green,21.76,green,6.0,14.85,35.99,2.7,red,green,27,79842.87,79832.87,below,below,above,above,above,0.819,40.9,76.6,10.0,219.67,25.1,104.36,79858.51,79853.48,79819.07,79750.44,79811.75,104.36,214.04,red,99.57,green,False,True,5.84,green,green,2.53,red,16.32,2.48,1.86,13.98,red,green,44,79852.95,79842.95,below,below,above,above,above,0.819,40.9,57.9,10.0,79762.72,79869.14,,
1050168337,SELL,0.03,2026-09-06T08:41:02,79788.08,2026-09-06T08:47:47,79779.36,6.8,0.26,sl,-0.13,-4.4,1.18,3.0,2.0,496856,1,217.11,14.29,104.36,79842.57,79848.61,79803.59,79752.48,79814.82,103.97,22.81,green,207.26,red,False,True,65.74,red,red,8.53,red,10.9,-12.22,-15.42,6.36,red,red,41,79801.09,79791.09,below,below,below,above,below,0.819,41.0,46.3,10.0,219.03,16.31,104.62,79838.54,79848.61,79789.79,79752.48,79805.93,104.62,22.81,green,207.26,red,False,True,65.74,red,red,10.45,red,0.0,-0.84,-10.66,9.26,red,red,47,79779.17,79769.17,below,below,below,above,below,0.819,41.0,28.5,10.0,79897.65,79745.74,,
1050168896,BUY,0.04,2026-09-06T08:54:02,79859.51,2026-09-06T09:04:43,79865.89,10.7,0.26,sl,-2.44,-61.1,0.82,8.0,2.0,496856,1,219.03,20.07,104.62,79836.03,79848.61,79798.84,79752.48,79805.48,104.3,22.81,green,207.26,green,False,True,65.74,red,green,48.44,green,5.62,47.18,1.32,1.0,red,green,54,79861.53,79851.53,above,above,above,above,above,0.819,41.0,70.5,10.0,203.5,26.88,104.88,79837.03,79848.11,79829.13,79756.02,79819.04,104.88,37.69,green,55.73,green,True,False,55.4,green,green,6.79,green,0.0,28.87,47.14,20.69,red,green,4,79874.52,79864.52,above,above,above,above,above,0.818,44.5,70.7,10.0,79748.83,79902.37,,
