t,time,kind,d,age_min,elig_2h,dist,stop_atr,stop_med60,stop_r15,stop_r30,stop_r60,dist_from_flip,ordinal,pnl,pnl_R,const_risk_pnl,why,spread_frac,cost_frac
1786347120,2026-08-10T07:32:00,flip,1,0.0,1,502.9,23.984,24.49,5.186,4.916,3.231,0.0,1,-10.0962,-1.0038,-4.0152,sl,0.0139,0.0239
1786368840,2026-08-10T13:34:00,cont,-1,292.0,0,309.62,5.977,9.664,1.003,1.003,0.853,506.2,7,4.9539,0.8,3.2,tp,0.0226,0.0388
1786376160,2026-08-10T15:36:00,cont,-1,24.0,1,118.02,2.464,2.917,0.498,0.272,0.196,270.74,3,1.8883,0.8,3.2,tp,0.0593,0.1017
1786377180,2026-08-10T15:53:00,cont,-1,41.0,1,100.08,2.153,2.466,0.54,0.334,0.189,353.95,5,-2.0246,-1.0115,-4.046,sl,0.0699,0.1199
1786378500,2026-08-10T16:15:00,cont,-1,63.0,1,171.26,3.932,4.24,0.881,0.879,0.355,390.96,6,2.7402,0.8,3.2,tp,0.0409,0.0701
1786380240,2026-08-10T16:44:00,cont,-1,92.0,1,209.57,4.37,5.178,0.854,0.726,0.49,600.34,7,3.3531,0.8,3.2,tp,0.0334,0.0573
1786390140,2026-08-10T19:29:00,flip,1,0.0,1,230.5,10.33,10.179,1.768,1.56,1.045,0.0,1,3.688,0.8,3.2,tp,0.0304,0.0521
1786398000,2026-08-10T21:40:00,flip,-1,0.0,1,81.48,5.302,4.98,1.285,1.251,0.526,0.0,1,1.3037,0.8,3.2,tp,0.0859,0.1473
1786405140,2026-08-10T23:39:00,cont,-1,119.0,1,130.36,7.497,11.681,1.424,1.272,1.089,130.51,2,-2.6276,-1.0078,-4.0313,sl,0.0537,0.0921
1786413840,2026-08-11T02:04:00,flip,1,0.0,1,139.31,8.5,6.912,2.693,1.032,1.032,0.0,1,-2.8006,-1.0052,-4.0207,sl,0.0502,0.0861
1786429620,2026-08-11T06:27:00,cont,-1,67.0,1,115.68,6.496,8.841,0.958,0.935,0.935,34.0,2,-2.3202,-1.0029,-4.0114,sl,0.0605,0.1037
1786437600,2026-08-11T08:40:00,cont,1,95.0,1,75.93,4.797,4.574,1.388,1.092,0.988,100.3,3,1.2149,0.8,3.2,tp,0.0922,0.158
1786439940,2026-08-11T09:19:00,cont,1,134.0,0,50.75,4.067,3.837,0.966,0.538,0.379,168.68,5,0.812,0.8,3.2,tp,0.1379,0.2365
1786440600,2026-08-11T09:30:00,cont,1,145.0,0,49.58,2.312,3.749,0.422,0.411,0.254,226.57,6,0.7933,0.8,3.2,tp,0.1412,0.242
1786441620,2026-08-11T09:47:00,cont,1,162.0,0,94.04,5.501,6.686,1.052,0.741,0.505,266.95,7,1.5046,0.8,3.2,tp,0.0744,0.1276
1786449300,2026-08-11T11:55:00,flip,1,0.0,1,82.56,5.387,6.138,1.198,1.108,0.445,0.0,1,1.321,0.8,3.2,tp,0.0848,0.1453
1786453380,2026-08-11T13:03:00,flip,-1,0.0,1,90.83,6.387,4.175,1.313,0.749,0.408,0.0,1,-1.8188,-1.0012,-4.0048,sl,0.0771,0.1321
1786454280,2026-08-11T13:18:00,cont,-1,15.0,1,112.8,4.033,4.873,0.967,0.967,0.752,12.85,2,1.8048,0.8,3.2,tp,0.0621,0.1064
1786455060,2026-08-11T13:31:00,cont,-1,28.0,1,79.22,2.383,3.684,0.401,0.318,0.3,129.09,3,1.2675,0.8,3.2,tp,0.0884,0.1515
1786458240,2026-08-11T14:24:00,cont,-1,81.0,1,308.81,5.832,5.927,0.967,0.967,0.967,325.88,4,4.941,0.8,3.2,tp,0.0227,0.0389
1786462560,2026-08-11T15:36:00,cont,-1,153.0,0,228.44,5.439,5.284,0.918,0.918,0.587,613.48,6,3.655,0.8,3.2,tp,0.0306,0.0525
1786466760,2026-08-11T16:46:00,cont,-1,223.0,0,207.02,6.411,5.793,1.4,0.996,0.969,831.04,7,3.3123,0.8,3.2,tp,0.0338,0.058
1786475640,2026-08-11T19:14:00,cont,-1,371.0,0,126.08,4.543,4.909,0.822,0.786,0.335,1032.66,9,-2.5268,-1.0021,-4.0082,sl,0.0555,0.0952
1786477140,2026-08-11T19:39:00,flip,1,0.0,1,85.77,3.358,3.367,0.691,0.406,0.406,0.0,1,1.3723,0.8,3.2,tp,0.0816,0.1399
1786480260,2026-08-11T20:31:00,cont,1,52.0,1,139.44,4.922,4.78,1.021,1.013,0.351,321.68,2,-2.8292,-1.0145,-4.0579,sl,0.0502,0.0861
1786490280,2026-08-11T23:18:00,flip,-1,0.0,1,46.46,2.766,2.926,0.891,0.339,0.223,0.0,1,-0.9352,-1.0065,-4.0258,sl,0.1507,0.2583
1786491240,2026-08-11T23:34:00,flip,1,0.0,1,50.44,2.836,3.585,0.717,0.614,0.271,0.0,1,-1.0106,-1.0018,-4.0071,sl,0.1388,0.2379
1786494240,2026-08-12T00:24:00,cont,1,50.0,1,154.72,5.645,7.052,1.008,0.926,0.926,59.66,2,2.4755,0.8,3.2,tp,0.0452,0.0776
1786499040,2026-08-12T01:44:00,cont,1,130.0,0,125.92,5.869,6.227,0.919,0.919,0.919,202.37,8,-2.533,-1.0058,-4.0232,sl,0.0556,0.0953
1786508520,2026-08-12T04:22:00,flip,1,0.0,1,139.04,5.953,8.562,1.02,1.02,0.804,0.0,1,-2.854,-1.0263,-4.1053,sl,0.0503,0.0863
1786511160,2026-08-12T05:06:00,flip,-1,0.0,1,104.24,6.218,6.341,0.95,0.89,0.598,0.0,1,-2.1078,-1.011,-4.0441,sl,0.0672,0.1151
1786512600,2026-08-12T05:30:00,flip,1,0.0,1,56.67,3.865,3.683,1.11,0.411,0.411,0.0,1,-1.1338,-1.0004,-4.0014,sl,0.1235,0.2118
1786515600,2026-08-12T06:20:00,flip,-1,0.0,1,59.31,2.54,3.13,0.47,0.315,0.297,0.0,1,0.949,0.8,3.2,tp,0.118,0.2023
1786521480,2026-08-12T07:58:00,flip,1,0.0,1,172.97,7.37,10.55,0.915,0.915,0.915,0.0,1,2.7675,0.8,3.2,tp,0.0405,0.0694
1786528740,2026-08-12T09:59:00,flip,1,0.0,1,94.24,3.493,3.524,1.084,0.714,0.266,0.0,1,1.5078,0.8,3.2,tp,0.0743,0.1273
1786534260,2026-08-12T11:31:00,cont,1,92.0,1,168.98,7.362,7.986,1.833,1.488,1.148,115.2,2,2.7037,0.8,3.2,tp,0.0414,0.071
1786537680,2026-08-12T12:28:00,cont,1,149.0,0,101.01,2.544,4.472,0.916,0.637,0.466,252.14,5,1.6162,0.8,3.2,tp,0.0693,0.1188
1786540380,2026-08-12T13:13:00,flip,-1,0.0,1,234.59,4.813,4.924,1.022,0.948,0.428,0.0,1,3.7534,0.8,3.2,tp,0.0298,0.0512
1786545240,2026-08-12T14:34:00,cont,-1,81.0,1,355.98,5.402,5.623,1.27,0.904,0.657,368.71,4,-7.1584,-1.0054,-4.0218,sl,0.0197,0.0337
1786617240,2026-08-13T10:34:00,flip,-1,0.0,1,201.65,11.579,11.001,2.146,1.089,0.787,0.0,1,3.2264,0.8,3.2,tp,0.0347,0.0595
1786626360,2026-08-13T13:06:00,flip,1,0.0,1,59.84,1.916,2.407,0.335,0.226,0.183,0.0,1,-1.2278,-1.0259,-4.1036,sl,0.117,0.2005
1786627260,2026-08-13T13:21:00,flip,-1,0.0,1,50.58,2.037,1.908,0.317,0.254,0.146,0.0,1,0.8093,0.8,3.2,tp,0.1384,0.2372
1786630500,2026-08-13T14:15:00,flip,1,0.0,1,196.17,3.754,4.035,0.942,0.927,0.578,0.0,1,-3.9286,-1.0013,-4.0053,sl,0.0357,0.0612
1786636380,2026-08-13T15:53:00,flip,-1,0.0,1,148.59,4.1,4.349,0.874,0.605,0.416,0.0,1,2.3774,0.8,3.2,tp,0.0471,0.0808
1786638540,2026-08-13T16:29:00,cont,-1,36.0,1,186.43,4.014,4.95,0.708,0.708,0.417,238.83,3,2.9829,0.8,3.2,tp,0.0375,0.0644
1786695840,2026-08-14T08:24:00,cont,-1,991.0,0,861.46,17.872,34.576,3.515,3.515,2.401,834.03,4,-17.2466,-1.001,-4.004,sl,0.0081,0.0139
1786958580,2026-08-17T09:23:00,flip,-1,0.0,1,92.18,4.901,6.478,0.809,0.809,0.749,0.0,1,-1.8714,-1.0151,-4.0603,sl,0.0759,0.1302
1786962900,2026-08-17T10:35:00,cont,1,32.0,1,80.63,2.78,6.566,0.381,0.353,0.349,179.12,4,1.2901,0.8,3.2,tp,0.0868,0.1488
1786967100,2026-08-17T11:45:00,cont,1,102.0,1,109.04,7.161,6.317,1.036,0.787,0.589,399.38,5,-2.1906,-1.0045,-4.018,sl,0.0642,0.1101
1786968360,2026-08-17T12:06:00,flip,-1,0.0,1,72.36,2.524,4.342,0.775,0.361,0.361,0.0,1,-1.4548,-1.0053,-4.021,sl,0.0967,0.1658
1786969560,2026-08-17T12:26:00,cont,-1,20.0,1,126.22,4.734,6.547,0.82,0.82,0.512,48.31,2,2.0195,0.8,3.2,tp,0.0555,0.0951
1786978260,2026-08-17T14:51:00,flip,1,0.0,1,248.1,6.347,6.735,1.039,0.987,0.979,0.0,1,3.9696,0.8,3.2,tp,0.0282,0.0484
1786987080,2026-08-17T17:18:00,cont,1,147.0,0,283.06,6.477,10.804,0.946,0.946,0.946,443.89,3,4.529,0.8,3.2,tp,0.0247,0.0424
1787021280,2026-08-18T02:48:00,flip,-1,0.0,1,53.44,1.617,2.454,0.294,0.289,0.211,0.0,1,-1.0906,-1.0204,-4.0816,sl,0.131,0.2246
1787024520,2026-08-18T03:42:00,flip,1,0.0,1,121.44,4.902,6.107,0.939,0.939,0.74,0.0,1,1.943,0.8,3.2,tp,0.0576,0.0988
1787033520,2026-08-18T06:12:00,cont,1,150.0,0,126.39,5.508,6.659,1.02,1.02,0.886,123.23,4,2.0222,0.8,3.2,tp,0.0554,0.0949
1787040180,2026-08-18T08:03:00,flip,-1,0.0,1,57.85,2.528,3.378,0.789,0.426,0.273,0.0,1,0.9256,0.8,3.2,tp,0.121,0.2074
1787042100,2026-08-18T08:35:00,flip,1,0.0,1,101.93,3.94,4.434,1.011,0.471,0.471,0.0,1,-2.0398,-1.0006,-4.0024,sl,0.0687,0.1177
1787046060,2026-08-18T09:41:00,flip,-1,0.0,1,45.68,3.043,2.89,0.88,0.402,0.28,0.0,1,-0.9202,-1.0072,-4.0289,sl,0.1532,0.2627
1787047440,2026-08-18T10:04:00,flip,1,0.0,1,65.08,3.64,4.342,0.807,0.797,0.541,0.0,1,-1.3152,-1.0104,-4.0418,sl,0.1076,0.1844
1787049420,2026-08-18T10:37:00,cont,1,33.0,1,97.04,7.046,6.841,1.235,1.045,1.045,16.64,2,1.5526,0.8,3.2,tp,0.0721,0.1237
1787053380,2026-08-18T11:43:00,cont,1,99.0,1,31.76,2.223,2.072,0.497,0.41,0.151,191.47,4,-0.675,-1.0627,-4.2506,sl,0.2204,0.3778
1787054460,2026-08-18T12:01:00,flip,-1,0.0,1,25.02,1.916,1.561,0.392,0.342,0.139,0.0,1,0.4003,0.8,3.2,tp,0.2798,0.4796
1787055000,2026-08-18T12:10:00,cont,-1,9.0,1,66.97,3.714,4.562,0.849,0.584,0.584,39.8,2,1.0715,0.8,3.2,tp,0.1045,0.1792
1787057940,2026-08-18T12:59:00,cont,-1,58.0,1,41.64,2.877,2.588,1.042,0.468,0.295,102.86,5,0.6662,0.8,3.2,tp,0.1681,0.2882
1787062740,2026-08-18T14:19:00,flip,1,0.0,1,238.37,5.268,6.141,0.961,0.632,0.506,0.0,1,3.8139,0.8,3.2,tp,0.0294,0.0503
1787119260,2026-08-19T06:01:00,flip,-1,0.0,1,42.62,2.105,2.657,0.405,0.303,0.214,0.0,1,0.6819,0.8,3.2,tp,0.1642,0.2816
1787122080,2026-08-19T06:48:00,flip,1,0.0,1,75.5,3.858,3.909,1.008,0.908,0.438,0.0,1,1.208,0.8,3.2,tp,0.0927,0.1589
1787126940,2026-08-19T08:09:00,flip,-1,0.0,1,30.15,1.845,1.903,0.664,0.257,0.257,0.0,1,0.4824,0.8,3.2,tp,0.2322,0.398
1787137440,2026-08-19T11:04:00,flip,1,0.0,1,158.54,10.012,10.904,1.459,1.459,1.109,0.0,1,2.5366,0.8,3.2,tp,0.0442,0.0757
1787145660,2026-08-19T13:21:00,cont,1,137.0,0,232.34,5.771,6.252,1.237,1.017,0.432,514.45,3,3.7174,0.8,3.2,tp,0.0301,0.0516
1787148300,2026-08-19T14:05:00,cont,1,181.0,0,464.96,6.604,7.197,1.621,1.004,0.982,761.44,5,7.4394,0.8,3.2,tp,0.0151,0.0258
1787152920,2026-08-19T15:22:00,cont,1,258.0,0,325.55,2.636,4.588,0.579,0.241,0.203,2431.87,9,5.2088,0.8,3.2,tp,0.0215,0.0369
1787175960,2026-08-19T21:46:00,cont,1,642.0,0,490.78,4.007,3.508,0.876,0.729,0.372,5470.86,10,-9.8526,-1.0038,-4.0151,sl,0.0143,0.0245
1787195400,2026-08-20T03:10:00,flip,-1,0.0,1,917.36,17.126,18.345,2.268,2.19,1.18,0.0,1,-18.4234,-1.0042,-4.0166,sl,0.0076,0.0131
1787213220,2026-08-20T08:07:00,flip,1,0.0,1,814.87,9.926,17.237,1.281,1.001,0.954,0.0,1,13.0379,0.8,3.2,tp,0.0086,0.0147
1787215980,2026-08-20T08:53:00,cont,1,46.0,1,200.2,1.693,1.877,0.503,0.28,0.097,1485.19,2,-4.0458,-1.0104,-4.0418,sl,0.035,0.0599
1787216760,2026-08-20T09:06:00,cont,1,59.0,1,360.72,3.336,3.234,0.857,0.555,0.186,1574.98,3,5.7715,0.8,3.2,tp,0.0194,0.0333
1787220840,2026-08-20T10:14:00,cont,1,127.0,0,464.32,4.967,5.629,0.945,0.904,0.904,1820.71,6,-9.2982,-1.0013,-4.0051,sl,0.0151,0.0258
1787232660,2026-08-20T13:31:00,flip,-1,0.0,1,604.15,5.314,7.88,1.129,1.006,0.957,0.0,1,-12.0916,-1.0007,-4.0028,sl,0.0116,0.0199
1787239740,2026-08-20T15:29:00,flip,1,0.0,1,461.12,3.987,4.621,1.018,0.582,0.392,0.0,1,7.3779,0.8,3.2,tp,0.0152,0.026
1787244960,2026-08-20T16:56:00,cont,1,87.0,1,571.2,6.398,7.98,2.372,1.233,1.04,314.08,2,9.1392,0.8,3.2,tp,0.0123,0.021
1787268300,2026-08-20T23:25:00,cont,1,11.0,1,295.23,3.924,6.778,0.671,0.468,0.468,248.98,3,4.7237,0.8,3.2,tp,0.0237,0.0406
1787271240,2026-08-21T00:14:00,cont,1,60.0,1,461.66,4.181,5.998,0.929,0.86,0.742,554.41,4,7.3866,0.8,3.2,tp,0.0152,0.026
1787274960,2026-08-21T01:16:00,cont,1,122.0,0,284.43,3.152,3.122,0.612,0.441,0.348,1274.76,5,4.5509,0.8,3.2,tp,0.0246,0.0422
1787276820,2026-08-21T01:47:00,cont,1,153.0,0,849.63,5.101,8.446,0.794,0.631,0.421,2444.45,6,-17.0632,-1.0042,-4.0166,sl,0.0082,0.0141
1787293980,2026-08-21T06:33:00,cont,1,439.0,0,1392.4,12.847,17.039,2.441,2.441,2.441,2682.56,7,22.2784,0.8,3.2,tp,0.005,0.0086
1787300700,2026-08-21T08:25:00,cont,1,551.0,0,283.04,1.43,2.152,0.48,0.264,0.264,4289.05,10,4.5286,0.8,3.2,tp,0.0247,0.0424
1787301660,2026-08-21T08:41:00,cont,1,567.0,0,282.68,1.615,1.88,0.364,0.259,0.177,4749.96,11,4.5229,0.8,3.2,tp,0.0248,0.0425
1787311860,2026-08-21T11:31:00,flip,-1,0.0,1,523.54,3.651,5.497,0.986,0.721,0.605,0.0,1,8.3766,0.8,3.2,tp,0.0134,0.0229
1787319300,2026-08-21T13:35:00,cont,-1,124.0,0,1145.31,6.52,9.747,1.156,0.979,0.908,914.6,2,-22.933,-1.0012,-4.0047,sl,0.0061,0.0105
1787324940,2026-08-21T15:09:00,flip,1,0.0,1,1173.91,10.426,10.51,2.523,1.363,0.993,0.0,1,18.7826,0.8,3.2,tp,0.006,0.0102
1787350020,2026-08-21T22:07:00,cont,1,418.0,0,535.94,3.38,3.832,0.884,0.671,0.39,1011.43,4,-10.777,-1.0054,-4.0217,sl,0.0131,0.0224
1787357100,2026-08-22T00:05:00,flip,-1,0.0,1,521.01,4.845,6.863,0.875,0.875,0.641,0.0,1,-10.4704,-1.0048,-4.0193,sl,0.0134,0.023
1787366640,2026-08-22T02:44:00,cont,1,19.0,1,356.66,4.354,5.727,0.986,0.735,0.486,226.82,2,5.7066,0.8,3.2,tp,0.0196,0.0336
1787372280,2026-08-22T04:18:00,flip,-1,0.0,1,211.92,3.316,3.03,0.983,0.45,0.339,0.0,1,-4.2408,-1.0006,-4.0023,sl,0.033,0.0566
1787372940,2026-08-22T04:29:00,flip,1,0.0,1,93.17,1.21,1.338,0.233,0.233,0.142,0.0,1,1.4907,0.8,3.2,tp,0.0751,0.1288
1787375220,2026-08-22T05:07:00,flip,-1,0.0,1,293.2,3.396,4.185,0.879,0.522,0.465,0.0,1,4.6912,0.8,3.2,tp,0.0239,0.0409
1787394120,2026-08-22T10:22:00,cont,-1,315.0,0,106.76,1.196,1.73,0.317,0.217,0.147,1634.18,2,1.7082,0.8,3.2,tp,0.0656,0.1124
1787398620,2026-08-22T11:37:00,flip,1,0.0,1,349.64,5.155,5.599,0.925,0.875,0.875,0.0,1,5.5942,0.8,3.2,tp,0.02,0.0343
1787434560,2026-08-22T21:36:00,flip,-1,0.0,1,430.03,9.469,12.09,2.133,2.022,1.044,0.0,1,6.8805,0.8,3.2,tp,0.0163,0.0279
1787458080,2026-08-23T04:08:00,cont,-1,124.0,0,199.94,3.839,5.566,0.651,0.635,0.422,355.12,6,-4.0022,-1.0009,-4.0034,sl,0.035,0.06
1787460480,2026-08-23T04:48:00,cont,-1,164.0,0,455.84,7.724,10.027,1.401,1.077,0.992,556.13,7,7.2934,0.8,3.2,tp,0.0154,0.0263
1787485140,2026-08-23T11:39:00,flip,1,0.0,1,211.58,3.142,5.402,0.761,0.35,0.317,0.0,1,-4.2596,-1.0066,-4.0265,sl,0.0331,0.0567
1787491020,2026-08-23T13:17:00,cont,1,98.0,1,396.82,10.677,13.55,1.519,1.328,0.898,38.95,2,6.3491,0.8,3.2,tp,0.0176,0.0302
1787519760,2026-08-23T21:16:00,cont,1,577.0,0,1080.48,13.979,35.589,2.642,1.907,1.59,545.55,3,-21.6612,-1.0024,-4.0096,sl,0.0065,0.0111
1787566380,2026-08-24T10:13:00,flip,1,0.0,1,988.89,12.032,17.52,3.198,2.462,1.578,0.0,1,15.8222,0.8,3.2,tp,0.0071,0.0121
1787574660,2026-08-24T12:31:00,cont,1,60.0,1,653.33,7.631,7.051,1.098,0.922,0.901,650.3,2,10.4533,0.8,3.2,tp,0.0107,0.0184
1787581020,2026-08-24T14:17:00,cont,1,166.0,0,1272.01,10.2,8.969,1.654,0.988,0.847,1316.84,4,20.3522,0.8,3.2,tp,0.0055,0.0094
1787624220,2026-08-25T02:17:00,cont,1,83.0,1,1450.97,8.978,18.093,0.994,0.855,0.855,937.44,2,-29.2892,-1.0093,-4.0372,sl,0.0048,0.0083
1787659560,2026-08-25T12:06:00,flip,-1,0.0,1,714.87,8.161,10.521,1.626,0.957,0.957,0.0,1,11.4379,0.8,3.2,tp,0.0098,0.0168
1787672100,2026-08-25T15:35:00,flip,1,0.0,1,406.93,5.109,4.743,1.175,0.999,0.999,0.0,1,-8.1816,-1.0053,-4.0211,sl,0.0172,0.0295
1787686980,2026-08-25T19:43:00,cont,-1,200.0,0,605.93,10.214,13.171,2.571,1.175,1.171,312.93,3,9.6949,0.8,3.2,tp,0.0116,0.0198
1787691660,2026-08-25T21:01:00,cont,-1,278.0,0,325.49,3.303,5.219,0.947,0.475,0.378,970.69,5,5.2078,0.8,3.2,tp,0.0215,0.0369
1787693400,2026-08-25T21:30:00,flip,1,0.0,1,217.77,2.799,2.487,0.894,0.338,0.228,0.0,1,3.4843,0.8,3.2,tp,0.0321,0.0551
1787695200,2026-08-25T22:00:00,cont,1,30.0,1,114.46,1.966,1.675,0.801,0.376,0.138,185.76,3,1.8314,0.8,3.2,tp,0.0612,0.1048
1787702940,2026-08-26T00:09:00,flip,-1,0.0,1,319.45,3.666,5.245,0.954,0.875,0.482,0.0,1,-6.4054,-1.0026,-4.0103,sl,0.0219,0.0376
1787705520,2026-08-26T00:52:00,flip,1,0.0,1,308.78,3.694,4.003,0.937,0.937,0.799,0.0,1,4.9405,0.8,3.2,tp,0.0227,0.0389
1787710800,2026-08-26T02:20:00,cont,1,88.0,1,209.48,4.473,4.849,0.922,0.922,0.755,274.47,3,3.3517,0.8,3.2,tp,0.0334,0.0573
1787734680,2026-08-26T08:58:00,flip,-1,0.0,1,569.1,10.031,11.767,1.366,1.336,1.092,0.0,1,9.1056,0.8,3.2,tp,0.0123,0.0211
1787755500,2026-08-26T14:45:00,cont,-1,189.0,0,794.3,8.514,10.462,2.019,1.165,1.111,629.54,2,-16.0194,-1.0084,-4.0336,sl,0.0088,0.0151
1787780160,2026-08-26T21:36:00,flip,1,0.0,1,157.91,2.708,3.584,0.806,0.431,0.286,0.0,1,2.5266,0.8,3.2,tp,0.0443,0.076
1787782860,2026-08-26T22:21:00,cont,1,45.0,1,160.5,2.382,3.198,0.591,0.514,0.468,119.69,4,-3.2208,-1.0034,-4.0135,sl,0.0436,0.0748
1787783760,2026-08-26T22:36:00,flip,-1,0.0,1,94.58,1.663,1.884,0.312,0.293,0.291,0.0,1,1.5133,0.8,3.2,tp,0.074,0.1269
1787784600,2026-08-26T22:50:00,cont,-1,14.0,1,103.06,2.136,2.012,0.641,0.244,0.244,116.57,2,-2.0616,-1.0002,-4.0008,sl,0.0679,0.1164
1787786700,2026-08-26T23:25:00,flip,1,0.0,1,144.35,3.977,3.483,1.102,0.61,0.433,0.0,1,2.3096,0.8,3.2,tp,0.0485,0.0831
1787817720,2026-08-27T08:02:00,cont,1,517.0,0,643.02,10.565,22.2,1.785,1.599,1.365,396.22,2,10.2883,0.8,3.2,tp,0.0109,0.0187
1787819580,2026-08-27T08:33:00,cont,1,548.0,0,440.79,5.686,6.7,1.015,0.735,0.419,1066.76,4,7.0526,0.8,3.2,tp,0.0159,0.0272
1787837460,2026-08-27T13:31:00,flip,-1,0.0,1,438.97,5.896,9.192,1.301,1.301,1.246,0.0,1,-8.7996,-1.0023,-4.0092,sl,0.0159,0.0273
1787840520,2026-08-27T14:22:00,flip,1,0.0,1,490.34,4.954,4.769,0.881,0.75,0.489,0.0,1,7.8454,0.8,3.2,tp,0.0143,0.0245
1787843520,2026-08-27T15:12:00,cont,1,50.0,1,515.19,3.956,5.232,0.951,0.823,0.404,681.22,2,-10.3734,-1.0068,-4.027,sl,0.0136,0.0233
1787878980,2026-08-28T01:03:00,cont,1,641.0,0,1077.18,12.044,19.297,2.321,2.196,1.591,927.86,4,-21.6136,-1.0032,-4.013,sl,0.0065,0.0111
1787894520,2026-08-28T05:22:00,flip,-1,0.0,1,391.12,9.41,10.237,2.849,2.201,1.181,0.0,1,-7.9202,-1.0125,-4.05,sl,0.0179,0.0307
1787906880,2026-08-28T08:48:00,cont,-1,206.0,0,441.42,9.529,12.204,1.556,1.409,1.409,30.49,2,7.0627,0.8,3.2,tp,0.0159,0.0272
1787914440,2026-08-28T10:54:00,flip,1,0.0,1,118.92,3.29,3.278,0.771,0.393,0.259,0.0,1,1.9027,0.8,3.2,tp,0.0589,0.1009
1787915940,2026-08-28T11:19:00,cont,1,25.0,1,126.76,3.121,3.086,1.001,0.318,0.213,272.74,2,-2.6012,-1.026,-4.1041,sl,0.0552,0.0947
1787917860,2026-08-28T11:51:00,flip,-1,0.0,1,67.31,2.45,1.549,0.578,0.295,0.155,0.0,1,-1.4076,-1.0456,-4.1824,sl,0.104,0.1783
1787919060,2026-08-28T12:11:00,cont,-1,20.0,1,145.83,3.641,3.719,0.833,0.833,0.55,30.62,2,-2.9316,-1.0051,-4.0206,sl,0.048,0.0823
1787920380,2026-08-28T12:33:00,cont,-1,42.0,1,211.51,4.782,5.267,0.939,0.783,0.752,86.83,3,3.3842,0.8,3.2,tp,0.0331,0.0567
1787923320,2026-08-28T13:22:00,cont,-1,91.0,1,193.56,4.692,4.79,1.527,0.888,0.523,265.01,4,3.097,0.8,3.2,tp,0.0362,0.062
1787924340,2026-08-28T13:39:00,cont,-1,108.0,1,162.3,1.74,3.386,0.452,0.437,0.34,402.49,6,-3.2818,-1.011,-4.0441,sl,0.0431,0.0739
1787925720,2026-08-28T14:02:00,cont,-1,131.0,0,521.42,2.97,7.107,0.54,0.54,0.54,552.14,7,8.3427,0.8,3.2,tp,0.0134,0.023
1787926380,2026-08-28T14:13:00,cont,-1,142.0,0,325.7,1.417,3.459,0.251,0.251,0.251,955.65,8,-6.5172,-1.0005,-4.002,sl,0.0215,0.0368
1787927460,2026-08-28T14:31:00,flip,1,0.0,1,395.2,2.638,3.179,0.801,0.537,0.304,0.0,1,6.3232,0.8,3.2,tp,0.0177,0.0304
1787929200,2026-08-28T15:00:00,cont,1,29.0,1,679.92,5.617,5.386,0.869,0.664,0.47,750.58,2,-13.6256,-1.002,-4.008,sl,0.0103,0.0176
1787934120,2026-08-28T16:22:00,flip,-1,0.0,1,320.8,2.571,3.246,0.431,0.281,0.157,0.0,1,5.1328,0.8,3.2,tp,0.0218,0.0374
1787935500,2026-08-28T16:45:00,flip,1,0.0,1,207.02,1.836,1.709,0.575,0.185,0.1,0.0,1,-4.2066,-1.016,-4.064,sl,0.0338,0.058
1787936400,2026-08-28T17:00:00,flip,-1,0.0,1,215.23,2.172,1.797,0.679,0.566,0.14,0.0,1,-4.4444,-1.0325,-4.1299,sl,0.0325,0.0558
1787941140,2026-08-28T18:19:00,cont,-1,79.0,1,420.25,7.091,6.829,1.627,1.264,0.957,14.55,2,6.724,0.8,3.2,tp,0.0167,0.0286
1787942820,2026-08-28T18:47:00,cont,-1,107.0,1,191.54,2.495,3.046,0.596,0.362,0.263,400.46,4,-3.8672,-1.0095,-4.038,sl,0.0365,0.0627
1787944080,2026-08-28T19:08:00,flip,1,0.0,1,131.95,2.075,2.002,0.499,0.304,0.221,0.0,1,2.1112,0.8,3.2,tp,0.0531,0.0909
1787944860,2026-08-28T19:21:00,cont,1,13.0,1,167.35,3.063,2.584,0.61,0.395,0.294,107.71,2,-3.4098,-1.0188,-4.0751,sl,0.0418,0.0717
1787946180,2026-08-28T19:43:00,flip,-1,0.0,1,100.31,2.273,1.954,0.702,0.421,0.176,0.0,1,1.605,0.8,3.2,tp,0.0698,0.1196
1787949120,2026-08-28T20:32:00,cont,-1,49.0,1,271.92,5.393,5.405,1.209,0.895,0.707,250.96,2,-5.5186,-1.0147,-4.059,sl,0.0257,0.0441
1787957100,2026-08-28T22:45:00,flip,1,0.0,1,103.17,2.464,2.849,0.506,0.277,0.196,0.0,1,-2.0746,-1.0054,-4.0217,sl,0.0678,0.1163
1787961300,2026-08-28T23:55:00,cont,1,70.0,1,148.89,5.281,7.474,0.896,0.896,0.896,24.84,2,2.3822,0.8,3.2,tp,0.047,0.0806
1787962860,2026-08-29T00:21:00,cont,1,96.0,1,114.64,2.887,4.457,1.033,0.508,0.398,165.78,5,-2.3524,-1.026,-4.104,sl,0.0611,0.1047
1787964480,2026-08-29T00:48:00,flip,-1,0.0,1,72.94,2.945,2.067,0.819,0.338,0.223,0.0,1,-1.4636,-1.0033,-4.0132,sl,0.096,0.1645
1787965260,2026-08-29T01:01:00,cont,-1,13.0,1,118.5,3.55,3.58,0.887,0.804,0.436,54.13,2,-2.3858,-1.0067,-4.0267,sl,0.0591,0.1013
