tb,time,src,era,kind,d,pnl,R,tpf,spread_med24,spread_over_range24,spread_over_atr,tp_over_spread,stop_over_spread,atr_over_price,rng60,rng360,rng1440,absret60,absret360,absret1440,sd60,sd360,sd1440,er60,er360,er1440,signac360,flips_per_day,bos_per_day,cont_per_flip,med_flip_gap_min,trend_age_min,flip_share20,own20_tpf,own50_tpf,own20_R,own50_R,own20_flip_R,own20_cont_R,mkt20_fwd5,mkt20_fwd15,mkt20_fwd30,mkt20_ge05
1769535420,2026-01-27T17:37:00,V2,DISC,cont,-1,-9.95,-1.0056,0,12.6,0.31096,0.10569,31.41032,39.2627,13.64469,83.545,58.065,40.52,351.69193,1681.87082,4965.24215,8.02292,6.80056,4.92179,0.35648,0.03138,0.00068,0.00279,12,40,2.33333,75.0,37.0,0.45,0.5,0.52,-0.10629,-0.07471,-0.19968,0.07078,-0.04025,0.02809,-0.15832,0.35
1769542980,2026-01-27T19:43:00,V2,DISC,flip,1,7.4002,0.8,1,12.6,0.30966,0.22834,29.36587,36.70714,6.24254,57.195,80.465,40.69,273.02671,2010.27903,4944.63114,6.93644,7.73151,5.0032,0.28694,0.02699,0.0042,0.06407,12,40,2.33333,75.0,0.0,0.45,0.5,0.5,-0.10601,-0.11083,-0.28989,-0.0195,-0.04776,0.01146,-0.21356,0.3
1769546820,2026-01-27T20:47:00,V2,DISC,cont,1,7.0176,0.8,1,12.6,0.30457,0.13893,27.84762,34.80952,10.17809,68.485,80.09,41.37,298.53634,1948.93101,4994.42924,6.94034,7.6035,5.12509,0.29977,0.08995,0.03119,0.10864,11,42,2.81818,75.0,64.0,0.45,0.5,0.5,-0.10601,-0.11083,-0.28989,-0.0195,0.09307,0.18121,0.04846,0.3
1769600640,2026-01-28T11:44:00,V2,DISC,cont,1,5.8,0.8,1,12.6,0.27368,0.2415,23.01587,28.76984,5.82688,40.1,37.76,46.04,182.26131,1125.69294,5384.0428,3.71403,4.13358,5.36964,0.10322,0.07548,0.03359,-0.23677,10,29,1.9,126.0,105.0,0.4,0.5,0.5,-0.10601,-0.11083,-0.19822,-0.0195,0.02066,-0.12461,-0.21776,0.15
1769611020,2026-01-28T14:37:00,V2,DISC,flip,-1,4.7925,0.8,1,12.6,0.24633,0.11182,19.01746,23.77222,12.56262,64.86,51.06,51.15,225.51553,1418.97582,5694.10035,5.18037,5.16465,5.5723,0.22109,0.06119,0.03682,-0.11978,11,31,1.81818,163.0,0.0,0.4,0.5,0.5,-0.10601,-0.11083,-0.19822,-0.0195,-0.11818,-0.25976,-0.51059,0.1
1769612940,2026-01-28T15:09:00,V2,DISC,cont,-1,6.8294,0.8,1,12.6,0.24585,0.10966,27.10079,33.87619,12.86901,91.68,58.465,51.25,341.95142,1568.306,5638.53538,7.2954,5.6721,5.43011,0.26491,0.02881,0.03002,-0.10306,10,30,2.0,163.0,32.0,0.4,0.5,0.5,-0.10601,-0.11083,-0.19822,-0.0195,-0.10734,-0.18876,-0.41941,0.15
1769707080,2026-01-29T17:18:00,V2,DISC,flip,1,-8.4822,-1.0089,0,12.6,0.25862,0.11994,26.68968,33.3619,12.31075,112.185,68.07,48.72,405.20503,2032.90654,6420.9575,9.6111,8.87365,6.72992,0.19336,0.14283,0.07679,-0.01393,1,9,8.0,199.0,0.0,0.35,0.6,0.52,0.07513,-0.07474,-0.10716,0.07079,0.12474,0.20515,0.40918,0.35
1769708340,2026-01-29T17:39:00,V2,DISC,flip,-1,3.6826,0.8,1,12.6,0.25654,0.12487,14.61349,18.26667,11.89996,105.2,78.09,49.115,444.50365,2145.48025,6517.57929,10.3236,9.15527,6.79109,0.10793,0.16004,0.08543,0.03064,2,10,4.0,199.0,0.0,0.35,0.6,0.52,0.07513,-0.07474,-0.10716,0.07079,0.12474,0.20515,0.40918,0.35
1769711160,2026-01-29T18:26:00,V2,DISC,cont,-1,-16.6702,-1.0058,0,12.6,0.25429,0.07743,52.61429,65.76825,19.45431,108.77,96.675,49.55,441.59341,2427.73736,6564.23576,8.91291,9.6815,6.67053,0.36447,0.20744,0.1087,0.05292,2,11,4.5,199.0,47.0,0.35,0.6,0.52,0.07513,-0.07474,-0.10716,0.07079,0.12468,0.32686,0.39324,0.4
1769733000,2026-01-30T00:30:00,V2,DISC,flip,-1,-2.1824,-1.0188,0,12.6,0.25822,0.25509,6.80079,8.50079,5.86871,35.525,56.02,48.795,186.94085,1659.28271,6492.46323,3.91402,6.47649,6.72499,0.23654,0.04861,0.08838,-0.03064,4,16,3.0,208.0,0.0,0.4,0.5,0.5,-0.1056,-0.11011,-0.1976,-0.0195,0.04395,0.33172,0.54103,0.3
1769733900,2026-01-30T00:45:00,V2,DISC,flip,1,-3.0648,-1.007,0,12.6,0.2567,0.27581,9.6619,12.07778,5.41593,33.15,53.75,49.085,187.03668,1600.92021,6460.92071,4.08804,6.26792,6.71732,0.11785,0.03607,0.08216,-0.02507,5,17,2.4,208.0,0.0,0.4,0.5,0.5,-0.1056,-0.11011,-0.1976,-0.0195,0.04395,0.33172,0.54103,0.3
1769736060,2026-01-30T01:21:00,V2,DISC,flip,-1,5.5557,0.8,1,12.6,0.25573,0.15144,22.04603,27.55794,9.93909,52.315,50.43,49.27,252.85046,1546.41254,6541.64743,5.29855,5.98172,6.73273,0.27652,0.00893,0.09531,-0.01393,6,18,2.0,203.0,0.0,0.4,0.5,0.5,-0.1056,-0.11011,-0.1976,-0.0195,-0.03493,0.13972,0.55811,0.35
1769737020,2026-01-30T01:37:00,V2,DISC,cont,-1,10.7611,0.8,1,12.6,0.25573,0.09052,42.70317,53.37857,16.75462,66.12,50.31,49.27,385.94155,1594.43097,6686.08062,9.94293,6.52524,6.92172,0.37187,0.07259,0.09978,-0.01393,6,18,2.0,203.0,16.0,0.4,0.5,0.5,-0.1056,-0.11011,-0.1976,-0.0195,-0.03493,0.13972,0.55811,0.35
1769799660,2026-01-30T19:01:00,V2,DISC,flip,1,4.7235,0.8,1,12.6,0.16592,0.0706,18.74444,23.43016,21.28088,159.1,123.63,75.94,684.62764,3128.64125,9235.28407,16.34391,12.01179,9.95748,0.16787,0.04822,0.00627,-0.03621,5,9,0.8,208.0,0.0,0.5,0.45,0.5,-0.19593,-0.10857,-0.1967,-0.0195,0.07103,0.19583,0.8345,0.4
1769800800,2026-01-30T19:20:00,V2,DISC,cont,1,-10.8794,-1.0044,0,12.6,0.16513,0.08177,34.3881,42.98492,18.26585,164.34,128.435,76.305,657.794,3191.62361,9228.7735,15.50141,12.22771,9.99579,0.43008,0.0673,0.00938,-0.0585,5,10,1.0,208.0,19.0,0.5,0.45,0.5,-0.19593,-0.10857,-0.1967,-0.0195,0.07103,0.19583,0.8345,0.4
1769850180,2026-01-31T09:03:00,V2,DISC,flip,1,-3.4412,-1.0133,0,12.6,0.20017,0.14953,10.78175,13.47698,10.14445,82.15,31.415,62.945,381.03126,1088.31146,8005.54505,8.17473,4.39031,8.22548,0.10742,0.10388,0.00741,-0.05292,3,8,1.66667,203.0,0.0,0.5,0.5,0.52,-0.10429,-0.07156,-0.10587,-0.10972,0.08769,0.04032,0.35747,0.35
1769860320,2026-01-31T11:52:00,V2,DISC,flip,-1,6.3037,0.8,1,12.6,0.21011,0.26657,25.01429,31.26825,5.71214,41.92,45.0,59.97,151.07561,1285.65996,7691.03488,3.23134,4.96129,7.99862,0.17303,0.10539,0.00256,-0.06964,4,9,1.25,169.0,0.0,0.55,0.45,0.52,-0.19496,-0.07171,-0.19654,-0.10972,0.07866,-0.06998,0.30046,0.3
1769904660,2026-02-01T00:11:00,V2,DISC,flip,1,-13.1128,-1.0014,0,12.6,0.1937,0.1106,41.57063,51.96349,14.37589,106.74,124.445,65.05,531.66822,3781.02507,9443.54844,11.45505,21.60738,13.4524,0.26094,0.01896,0.0633,0.03064,3,18,5.0,203.0,0.0,0.6,0.5,0.52,-0.10492,-0.07171,-0.10639,-0.10972,-0.06073,-0.0069,0.24792,0.3
1769908200,2026-02-01T01:10:00,V2,DISC,flip,-1,1.9762,0.8,1,12.6,0.17903,0.12561,7.84206,9.80238,12.77919,95.865,108.3,70.38,385.7108,2858.30071,9741.56893,7.84416,10.338,13.52633,0.21152,0.01533,0.07267,-0.01393,4,19,3.75,169.0,0.0,0.6,0.5,0.52,-0.10492,-0.07171,-0.10639,-0.10972,-0.05271,-0.03419,0.22035,0.3
1769908560,2026-02-01T01:16:00,V2,DISC,cont,-1,-5.066,-1.0075,0,12.6,0.17823,0.11154,15.9627,19.95317,14.41055,95.335,107.375,70.695,387.81347,2869.02874,9781.2717,7.85969,10.35746,13.53749,0.26775,0.01403,0.07371,-0.00279,4,20,4.0,169.0,6.0,0.6,0.5,0.52,-0.10492,-0.07171,-0.10639,-0.10972,-0.05271,-0.03419,0.22035,0.3
1769910240,2026-02-01T01:44:00,V2,DISC,cont,-1,-10.3684,-1.0009,0,12.6,0.17286,0.13614,32.88492,41.10635,11.82642,87.705,104.24,72.89,377.27584,2758.88903,9855.33347,8.04895,10.02716,13.56741,0.14309,0.03901,0.07315,0.02507,4,21,4.25,169.0,34.0,0.6,0.5,0.52,-0.10492,-0.07171,-0.10639,-0.10972,-0.01194,-0.01064,0.33938,0.3
1769919420,2026-02-01T04:17:00,V2,DISC,flip,1,-7.715,-1.0056,0,12.6,0.16581,0.19804,24.35476,30.44365,8.05758,51.975,78.615,75.99,237.98436,2148.76147,10083.42808,5.22089,7.9262,13.6759,0.13895,0.04848,0.06271,0.02507,5,22,3.4,169.0,0.0,0.6,0.55,0.46,-0.0134,-0.17991,-0.1059,-0.10372,-0.08423,-0.11333,0.30835,0.35
1769927820,2026-02-01T06:37:00,V2,DISC,flip,-1,4.6539,0.8,1,12.6,0.16092,0.20221,18.46825,23.08492,7.94599,44.055,61.365,78.3,211.00343,1678.63179,10329.16779,4.53349,6.20049,13.72862,0.21231,0.03902,0.06367,-0.0585,6,23,2.83333,169.0,0.0,0.6,0.5,0.44,-0.10368,-0.21602,-0.19618,-0.10372,-0.12243,-0.14838,0.2051,0.3
1769929440,2026-02-01T07:04:00,V2,DISC,cont,-1,-5.6772,-1.0097,0,12.6,0.15879,0.1799,17.84921,22.3119,8.97183,49.79,58.655,79.35,224.34224,1621.16545,10421.76306,5.17061,5.99133,13.74595,0.26385,0.05159,0.06847,-0.03064,6,25,3.16667,169.0,27.0,0.6,0.5,0.44,-0.10368,-0.21602,-0.19618,-0.10372,-0.12243,-0.14838,0.2051,0.3
1769935080,2026-02-01T08:38:00,V2,DISC,flip,1,7.4459,0.8,1,12.6,0.15509,0.174,29.54762,36.93413,9.21065,63.855,57.835,81.245,292.29865,1568.54141,10490.79039,7.31879,6.01154,13.82272,0.15481,0.00419,0.0498,-0.07521,7,25,2.57143,169.0,0.0,0.65,0.5,0.46,-0.10368,-0.17933,-0.10548,-0.10372,-0.0841,0.00952,0.36535,0.4
1769940660,2026-02-01T10:11:00,V2,DISC,cont,1,-5.1206,-1.0142,0,12.6,0.15654,0.15215,16.02857,20.03571,10.47782,47.13,54.945,80.49,227.87043,1549.1576,10338.46544,4.94816,5.94028,13.78626,0.19787,0.03046,0.04674,-0.0585,6,26,3.33333,169.0,93.0,0.65,0.45,0.46,-0.19417,-0.17904,-0.10548,-0.10399,-0.06065,0.00838,0.38694,0.4
1769943300,2026-02-01T10:55:00,V2,DISC,flip,-1,-5.749,-1.0082,0,12.6,0.15366,0.13953,18.10238,22.62778,11.55217,62.97,56.905,82.0,351.5605,1652.69394,10550.52869,7.79801,6.32365,13.83458,0.2029,0.05896,0.05817,-0.04178,7,27,2.85714,137.0,0.0,0.65,0.45,0.48,-0.19417,-0.14286,-0.01504,-0.10399,-0.14585,-0.17118,-0.03513,0.4
1769961420,2026-02-01T15:57:00,V2,DISC,flip,1,-6.2296,-1.0013,0,12.6,0.15041,0.09404,19.75079,24.6881,17.25677,132.465,72.14,83.77,564.26242,2186.21856,10796.33917,12.60167,8.63556,13.89532,0.13846,0.07091,0.0434,-0.01393,7,25,2.57143,169.0,0.0,0.65,0.4,0.46,-0.28484,-0.17897,-0.10546,-0.1947,0.01569,0.2294,-0.24866,0.3
1769976120,2026-02-01T20:02:00,V2,DISC,flip,-1,-4.2738,-1.0002,0,12.6,0.16535,0.12624,13.56508,16.95635,12.98027,75.175,102.16,76.2,356.76152,2778.97716,8780.13828,7.1953,10.34178,8.29748,0.33717,0.05976,0.01103,0.04178,8,21,1.625,169.0,0.0,0.65,0.35,0.46,-0.37491,-0.17691,-0.19552,-0.1947,-0.13551,0.19062,-0.24489,0.25
1769977260,2026-02-01T20:21:00,V2,DISC,flip,1,-3.1086,-1.0097,0,12.6,0.16594,0.11992,9.77302,12.21667,13.59659,84.825,103.205,75.93,396.62581,2793.08364,8705.65092,8.31042,10.40717,8.2608,0.12987,0.03514,0.00139,0.04735,9,22,1.44444,137.0,0.0,0.65,0.35,0.46,-0.37491,-0.17691,-0.19552,-0.1947,-0.13551,0.19062,-0.24489,0.25
1769978280,2026-02-01T20:38:00,V2,DISC,cont,1,-19.1216,-1.0001,0,12.6,0.16594,0.07559,60.69683,75.87143,21.51501,105.42,103.205,75.93,563.67791,2872.86308,8703.0888,11.43444,10.62212,8.23503,0.01444,0.00805,0.00525,0.07521,9,23,1.55556,137.0,17.0,0.65,0.35,0.46,-0.37491,-0.17691,-0.19552,-0.1947,-0.12877,0.13159,-0.21742,0.25
1769987160,2026-02-01T23:06:00,V2,DISC,flip,-1,-29.804,-1.0004,0,12.6,0.16273,0.0725,94.58175,118.22698,22.82709,131.315,97.115,77.43,714.50665,2983.79861,9295.67085,16.16878,11.24471,8.91617,0.12622,0.06202,0.02791,0.01393,10,24,1.4,137.0,0.0,0.65,0.35,0.46,-0.37382,-0.17674,-0.19393,-0.2847,-0.26234,0.18299,-0.38917,0.2
1770006300,2026-02-02T04:25:00,V2,DISC,flip,1,-22.1364,-1.0023,0,12.6,0.13514,0.06496,70.11349,87.64206,25.41465,196.895,150.055,93.24,1061.65782,4694.69697,11529.63684,23.17873,17.48858,11.56084,0.1357,0.01016,0.02925,-0.02507,8,23,1.875,165.0,0.0,0.65,0.3,0.44,-0.46385,-0.21275,-0.19374,-0.2847,-0.22173,0.06538,-0.72365,0.1
1770009960,2026-02-02T05:26:00,V2,DISC,cont,-1,-8.145,-1.0144,0,12.6,0.13052,0.07164,25.48889,31.86111,23.48342,134.93,144.91,96.535,713.03301,4567.0262,12223.22436,15.302,16.49024,11.93977,0.25218,0.05654,0.04261,-0.04735,9,28,2.11111,137.0,31.0,0.65,0.3,0.44,-0.46385,-0.21275,-0.19374,-0.2847,-0.24673,0.05496,-0.7035,0.15
1770011400,2026-02-02T05:50:00,V2,DISC,flip,1,8.547,0.8,1,12.6,0.12703,0.07256,33.91667,42.39603,23.0026,154.305,147.43,99.19,771.11222,4639.15779,12401.39142,16.24725,16.7814,12.14853,0.05697,0.04024,0.03269,-0.06407,10,29,1.9,137.0,0.0,0.65,0.3,0.44,-0.46385,-0.21275,-0.19374,-0.2847,-0.19925,0.11125,-0.60993,0.15
1770014520,2026-02-02T06:42:00,V2,DISC,cont,1,23.8117,0.8,1,12.6,0.12068,0.0505,94.49048,118.11349,32.63774,167.69,151.025,104.405,899.04739,4670.50509,12823.37087,24.52821,18.32135,13.04528,0.16782,0.0402,0.02064,-0.04178,9,29,2.22222,137.0,52.0,0.7,0.25,0.42,-0.55396,-0.2488,-0.28385,-0.2847,-0.17954,0.11065,-0.45026,0.2
1770041460,2026-02-02T14:11:00,V2,DISC,flip,-1,-14.1306,-1.005,0,12.6,0.10843,0.11521,44.63571,55.79444,14.0718,89.285,83.58,116.205,347.45135,2221.98662,13685.5972,7.29216,7.94082,13.67351,0.05322,0.05107,0.00332,-0.03621,8,31,2.875,165.0,0.0,0.65,0.3,0.44,-0.46379,-0.21263,-0.28385,-0.28446,0.11111,-0.02543,-0.16217,0.3
1770045900,2026-02-02T15:25:00,V2,DISC,flip,1,-27.3658,-1.0032,0,12.6,0.10613,0.06136,86.59683,108.24603,26.05318,207.95,90.87,118.72,890.14379,2614.04855,13790.14578,18.92339,10.33669,13.94042,0.13808,0.09046,0.01607,-0.01393,9,28,2.11111,165.0,0.0,0.65,0.3,0.44,-0.46379,-0.21263,-0.28385,-0.28446,0.10623,-0.03797,-0.21959,0.3
1770130440,2026-02-03T14:54:00,V2,DISC,cont,-1,3.6864,0.8,1,12.6,0.18089,0.0569,14.62857,18.28571,28.56334,99.965,61.0,69.655,603.1771,1917.44047,8134.96699,13.91395,7.79757,7.85594,0.13399,0.07586,0.01184,0.04178,12,33,1.75,125.0,37.0,0.65,0.25,0.4,-0.55413,-0.28479,-0.37382,-0.28446,0.14805,-0.28218,-0.57243,0.15
1770146340,2026-02-03T19:19:00,V2,DISC,flip,1,12.3736,0.8,1,12.6,0.17441,0.04209,49.10159,61.37698,39.95354,214.965,145.16,72.245,1059.10155,4136.31804,9642.09868,21.8053,15.98255,9.78087,0.03584,0.10722,0.04896,-0.03064,12,41,2.41667,125.0,0.0,0.6,0.25,0.4,-0.55413,-0.28479,-0.37382,-0.28446,0.23555,0.24692,0.47833,0.45
1770152460,2026-02-03T21:01:00,V2,DISC,cont,1,-9.161,-1.0148,0,12.6,0.16773,0.08913,28.65873,35.82302,18.45901,148.365,162.955,75.12,666.70889,4442.9536,9990.3037,14.68064,17.02907,10.44176,0.336,0.01384,0.01948,-0.0195,11,39,2.54545,125.0,102.0,0.6,0.25,0.4,-0.55413,-0.28479,-0.37382,-0.28446,0.1458,0.20541,0.48322,0.5
1770155640,2026-02-03T21:54:00,V2,DISC,flip,-1,5.0074,0.8,1,12.6,0.16482,0.14869,19.87063,24.8381,11.13636,103.98,146.77,76.445,471.01786,4058.4512,10230.85596,10.35083,15.15773,10.57015,0.07612,0.0598,0.03006,-0.04178,11,38,2.45455,134.0,0.0,0.65,0.3,0.42,-0.46376,-0.24841,-0.28288,-0.28446,0.16182,0.20896,0.4885,0.5
1770156900,2026-02-03T22:15:00,V2,DISC,cont,-1,-7.3768,-1.0064,0,12.6,0.16283,0.1073,23.27063,29.0881,15.54466,99.235,146.77,77.38,437.19764,4056.56738,10374.00994,9.98776,15.13694,10.63435,0.34144,0.05732,0.03941,-0.03621,11,40,2.63636,134.0,21.0,0.65,0.3,0.42,-0.46376,-0.24841,-0.28288,-0.28446,0.16182,0.20896,0.4885,0.5
1770157680,2026-02-03T22:28:00,V2,DISC,flip,1,-6.9262,-1.0034,0,12.6,0.16075,0.09057,21.91429,27.39286,18.31343,100.735,144.725,78.385,480.04888,4005.55446,10414.68119,11.00961,15.08582,10.70634,0.12773,0.02729,0.03296,-0.03064,12,41,2.41667,71.0,0.0,0.65,0.3,0.42,-0.46376,-0.24841,-0.28288,-0.28446,0.15294,0.31085,0.61253,0.55
1770172020,2026-02-04T02:27:00,V2,DISC,flip,-1,5.8901,0.8,1,12.6,0.14817,0.13909,23.37302,29.21667,11.89775,83.61,92.745,85.04,409.88156,2772.66971,10920.89389,8.69702,10.53079,11.06162,0.06088,0.01995,0.02937,-0.09192,12,41,2.41667,134.0,0.0,0.65,0.3,0.38,-0.46418,-0.32068,-0.2827,-0.37497,0.00748,0.26261,0.4246,0.5
1770176220,2026-02-04T03:37:00,V2,DISC,flip,1,-9.9214,-1.0054,0,12.6,0.14934,0.15303,31.32778,39.15952,10.72805,68.45,83.61,84.37,388.05281,2487.91696,10739.60045,10.27245,9.61647,11.06985,0.27012,0.02385,0.0196,-0.08635,12,39,2.25,71.0,0.0,0.65,0.3,0.38,-0.46418,-0.32068,-0.2827,-0.37497,0.0249,0.315,0.44889,0.55
1770183540,2026-02-04T05:39:00,V2,DISC,flip,-1,2.4454,0.8,1,12.6,0.15081,0.24183,9.70397,12.13016,6.83399,42.945,64.29,83.55,202.6422,2040.04445,10716.04188,4.33043,8.06356,11.01962,0.21013,0.0238,0.02577,-0.12535,13,39,2.0,122.0,0.0,0.7,0.3,0.38,-0.46374,-0.32027,-0.2823,-0.37497,0.04309,0.31055,0.41175,0.5
1770184320,2026-02-04T05:52:00,V2,DISC,cont,-1,-2.769,-1.0152,0,12.6,0.15081,0.24476,8.65873,10.82381,6.76361,47.58,63.0,83.55,216.43071,1991.72221,10741.20653,4.59796,7.84282,11.02229,0.15068,0.02647,0.02765,-0.11421,13,40,2.07692,122.0,13.0,0.7,0.3,0.38,-0.46374,-0.32027,-0.2823,-0.37497,0.04309,0.31055,0.41175,0.5
1770186960,2026-02-04T06:36:00,V2,DISC,flip,1,-5.6038,-1.0008,0,12.6,0.15371,0.21449,17.77619,22.21984,7.6731,45.97,60.54,81.97,230.2314,1893.69699,10618.69757,4.90184,7.61728,10.99078,0.16431,0.03374,0.02412,-0.09192,13,39,2.0,122.0,0.0,0.7,0.3,0.38,-0.46374,-0.32027,-0.2823,-0.37497,0.01695,0.11049,0.0852,0.4
1770192180,2026-02-04T08:03:00,V2,DISC,flip,-1,5.3469,0.8,1,12.6,0.1553,0.23206,21.21746,26.52222,7.12587,49.14,53.835,81.135,260.6595,1656.65444,10676.99024,5.69427,6.61596,11.00261,0.08942,0.01129,0.0308,-0.03621,13,38,1.92308,87.0,0.0,0.65,0.35,0.4,-0.37403,-0.28424,-0.28231,-0.46573,0.04663,0.10192,-0.08665,0.35
1770203160,2026-02-04T11:06:00,V2,DISC,cont,-1,6.9614,0.8,1,12.6,0.15766,0.16081,27.6246,34.53095,10.34059,48.75,53.385,79.92,223.69811,1583.75977,10668.16983,4.61583,5.72362,10.98613,0.17624,0.05043,0.02927,-0.10306,12,39,2.25,70.0,100.0,0.65,0.4,0.42,-0.28357,-0.24788,-0.28228,-0.46573,0.00581,-0.14366,-0.25264,0.25
1770235380,2026-02-04T20:03:00,V2,DISC,flip,1,-20.8208,-1.0025,0,12.6,0.14817,0.07016,65.93175,82.41429,24.27448,136.56,181.515,85.04,652.57946,5183.12287,11764.25123,14.54572,19.11188,12.0096,0.06139,0.02478,0.00846,-0.05292,10,30,2.0,70.0,0.0,0.65,0.45,0.44,-0.19357,-0.21177,-0.28228,-0.3757,-0.03683,-0.20488,-0.3189,0.1
1770241320,2026-02-04T21:42:00,V2,DISC,flip,-1,4.513,0.8,1,12.6,0.15124,0.13381,17.90873,22.38571,12.91738,85.465,148.165,83.31,424.13384,4327.26265,11626.9754,8.38061,15.93577,11.70335,0.19153,0.04652,0.03927,-0.03621,11,29,1.63636,87.0,0.0,0.65,0.45,0.44,-0.19357,-0.21177,-0.28228,-0.3757,-0.06096,-0.20288,-0.30414,0.1
1770242700,2026-02-04T22:05:00,V2,DISC,cont,-1,-15.9982,-1.0008,0,12.6,0.1495,0.0792,50.74524,63.43175,22.1211,105.5,145.465,84.28,639.73549,4443.59767,11999.19216,13.18259,16.22049,11.88087,0.31815,0.05816,0.04729,0.00279,10,28,1.8,87.0,23.0,0.65,0.45,0.42,-0.19367,-0.24782,-0.28212,-0.3757,-0.06096,-0.20288,-0.30414,0.1
1770282480,2026-02-05T09:08:00,V2,DISC,flip,1,-21.949,-1.0049,0,12.6,0.10766,0.09933,69.33968,86.6746,17.72745,98.43,114.98,117.035,481.12683,3278.43749,14687.27189,9.94926,12.1381,13.98346,0.2466,0.00181,0.0446,-0.06964,4,22,4.5,87.0,127.0,0.65,0.5,0.4,-0.10288,-0.28383,-0.28212,-0.37499,0.04359,0.03423,0.12747,0.1
1770291000,2026-02-05T11:30:00,V2,DISC,flip,-1,-8.5192,-1.0052,0,12.6,0.10572,0.05357,26.90635,33.63254,33.68829,93.185,93.835,119.18,605.88976,3043.36018,15457.97538,12.94963,11.13961,14.26384,0.4111,0.02572,0.05513,-0.03621,4,20,4.0,99.0,0.0,0.65,0.45,0.38,-0.19312,-0.31993,-0.37236,-0.37499,0.01196,0.06167,0.12501,0.1
1770293640,2026-02-05T12:14:00,V2,DISC,cont,-1,12.668,0.8,1,12.6,0.10361,0.08598,50.26984,62.8373,20.9996,136.78,94.08,121.605,761.09393,3064.36366,15695.35465,15.97721,11.26722,14.40099,0.16407,0.03432,0.05684,-0.01393,4,21,4.25,99.0,44.0,0.65,0.45,0.38,-0.19312,-0.31993,-0.37236,-0.37499,-0.02409,-0.00459,0.12138,0.1
1770306600,2026-02-05T15:50:00,V2,DISC,flip,1,-18.9136,-1.0057,0,12.6,0.09886,0.04258,59.70476,74.63095,43.65111,281.83,143.025,127.455,1549.91664,4705.76504,16968.37641,30.94508,17.95947,15.34168,0.22298,0.11532,0.05344,0.01393,5,22,3.4,99.0,0.0,0.65,0.45,0.38,-0.19313,-0.31986,-0.37222,-0.28471,0.04578,0.04836,0.16316,0.15
1770308880,2026-02-05T16:28:00,V2,DISC,cont,1,-24.8396,-1.0006,0,12.6,0.09847,0.04889,78.80714,98.50873,37.85117,252.28,164.73,127.955,1196.0408,5136.44452,16898.36519,26.16486,19.38804,15.5018,0.13118,0.09953,0.05124,0.04178,5,21,3.2,99.0,38.0,0.65,0.45,0.38,-0.19313,-0.31986,-0.37222,-0.28471,0.06346,0.00692,0.05434,0.15
1770314160,2026-02-05T17:56:00,V2,DISC,flip,-1,21.6314,0.8,1,12.6,0.09708,0.05333,85.83889,107.29841,35.68236,239.92,197.65,129.785,1200.48429,6041.58995,17736.16732,25.21796,21.79546,16.02094,0.25107,0.09777,0.05157,-0.0195,6,20,2.33333,126.0,0.0,0.65,0.45,0.36,-0.19326,-0.35597,-0.37244,-0.28471,0.08284,-0.05287,-0.01896,0.15
1770321900,2026-02-05T20:05:00,V2,DISC,cont,-1,-7.2492,-1.0055,0,12.6,0.09391,0.07544,22.8881,28.61032,25.69446,171.1,218.81,134.17,747.08245,6545.40383,17993.51654,16.45898,23.0602,16.13944,0.25982,0.11188,0.0754,0.02507,7,24,2.42857,126.0,18.0,0.65,0.4,0.38,-0.28328,-0.31949,-0.28242,-0.37474,0.0378,-0.18266,-0.15382,0.15
1770322440,2026-02-05T20:14:00,V2,DISC,cont,-1,9.355,0.8,1,12.6,0.09323,0.06652,37.12302,46.40397,29.17888,173.69,219.3,135.155,816.48473,6574.9525,18113.08105,17.58852,23.14448,16.20287,0.23593,0.11019,0.07203,0.03064,7,25,2.57143,126.0,27.0,0.65,0.4,0.38,-0.28328,-0.31949,-0.28242,-0.37474,0.0378,-0.18266,-0.15382,0.15
1770324480,2026-02-05T20:48:00,V2,DISC,cont,-1,17.6637,0.8,1,12.6,0.09071,0.03628,70.09365,87.61746,55.02547,259.9,224.555,138.905,1307.48731,7213.43805,19323.71013,28.85844,24.97903,17.0749,0.27148,0.15432,0.08524,0.03621,7,26,2.71429,126.0,61.0,0.65,0.4,0.38,-0.28328,-0.31949,-0.28242,-0.37474,0.08743,0.09158,0.26,0.3
1770332640,2026-02-05T23:04:00,V2,DISC,flip,1,-41.653,-1.0061,0,12.6,0.08276,0.05254,131.42381,164.28016,37.11527,238.63,234.03,152.24,1215.93434,7143.6119,20319.8458,28.768,27.0579,19.09778,0.17877,0.06554,0.05949,0.04178,7,25,2.57143,197.0,0.0,0.6,0.45,0.38,-0.1925,-0.31946,-0.28242,-0.37472,0.1116,0.01517,0.26128,0.3
1770402120,2026-02-06T18:22:00,V2,DISC,flip,-1,-10.3794,-1.0135,0,12.6,0.07558,0.0689,32.5127,40.64127,26.30354,200.495,167.785,166.72,945.0296,4653.52391,20768.3808,18.3555,16.79118,21.13132,0.16041,0.10035,0.02866,0.00279,4,22,4.5,197.0,0.0,0.6,0.45,0.36,-0.19264,-0.35558,-0.28224,-0.37472,0.20025,0.2903,0.62214,0.45
